jpg_id,coordinates,monkey_name,body_part
1122,"(0.17699099999999998, 0.411402, 0.449115, 0.576552)",58K,Face
1122,"(0.0, 0.10764299999999999, 0.896018, 1.0)",70G,Body
1122,"(0.26106199999999996, 0.110592, 0.6570800000000001, 0.374538)",70G,Face
1123,"(0.42699099999999995, 0.157778, 0.745575, 0.390758)",167I,Face
1123,"(0.23230099999999998, 0.14893, 0.7654869999999999, 0.868514)",167I,Body
1124,"(0.252212, 0.286064, 0.475664, 0.439418)",48Z,Face
1124,"(0.23230099999999998, 0.28164, 0.818584, 0.7726679999999999)",48Z,Body
1125,"(0.396018, 0.31997899999999996, 0.6084069999999999, 0.463011)",48Z,Face
1125,"(0.23893799999999998, 0.31703000000000003, 0.807522, 0.793312)",48Z,Body
1126,"(0.256637, 0.370114, 0.725664, 0.6340600000000001)",58K,Body
1126,"(0.530973, 0.37748699999999996, 0.730088, 0.507248)",58K,Face
1126,"(0.23893799999999998, 0.14893, 0.559735, 0.334725)",70G,Face
1126,"(0.19469000000000003, 0.143032, 0.75885, 0.746126)",70G,Body
1127,"(0.36061899999999997, 0.187269, 0.714602, 0.44826499999999997)",68E,Face
1127,"(0.099558, 0.176947, 0.754425, 0.9835300000000001)",68E,Body
1127,"(0.43805299999999997, 0.541163, 0.676991, 0.707788)",42K,Face
1127,"(0.362832, 0.539688, 0.6880529999999999, 0.911277)",42K,Body
1127,"(0.674779, 0.147456, 1.0, 0.930446)",42Z,Body
1127,"(0.9292039999999999, 0.145981, 1.0, 0.33325000000000005)",42Z,Face
1128,"(0.002212, 0.18432, 0.150442, 1.0)",68E,Body
1128,"(0.002212, 0.651754, 0.340708, 1.0)",42K,Body
1128,"(0.019912, 0.6576529999999999, 0.303097, 0.8478709999999999)",42K,Face
1128,"(0.048673, 0.10764299999999999, 0.8053100000000001, 1.0)",42Z,Body
1128,"(0.369469, 0.112066, 0.730088, 0.370114)",42Z,Face
1129,"(0.420354, 0.082575, 0.909292, 0.8449209999999999)",68E,Body
1129,"(0.5398229999999999, 0.48218000000000005, 0.8495579999999999, 0.8346)",42K,Body
1129,"(0.6150439999999999, 0.48955299999999996, 0.8451329999999999, 0.651754)",42K,Face
1129,"(0.909292, 0.393707, 1.0, 0.85082)",Unknown1,Body
1129,"(0.0, 0.10027000000000001, 0.891593, 1.0)",G942,Body
1129,"(0.112832, 0.10027000000000001, 0.50885, 0.38486000000000004)",G942,Face
1129,"(0.486726, 0.09142299999999999, 0.829646, 0.30081)",68E,Face
1130,"(0.075221, 0.110592, 0.566372, 0.399605)",G942,Face
1130,"(0.004425, 0.11501499999999999, 0.831858, 1.0)",G942,Body
1130,"(0.6327429999999999, 0.520519, 0.884956, 0.6723979999999999)",42K,Face
1130,"(0.5398229999999999, 0.5175700000000001, 0.8827429999999999, 0.86704)",42K,Body
1130,"(0.884956, 0.415825, 1.0, 0.88326)",Unknown1,Body
1130,"(0.502212, 0.112066, 0.8429200000000001, 0.324403)",68E,Face
1130,"(0.462389, 0.106168, 0.926991, 0.956988)",68E,Body
1131,"(0.603982, 0.551485, 0.94469, 0.8817849999999999)",42K,Body
1131,"(0.6924779999999999, 0.5588569999999999, 0.94469, 0.722533)",42K,Face
1131,"(0.5398229999999999, 0.144507, 1.0, 0.9643609999999999)",68E,Body
1131,"(0.0, 0.156303, 0.909292, 1.0)",G942,Body
1131,"(0.15708000000000003, 0.151879, 0.652655, 0.430571)",G942,Face
1131,"(0.575221, 0.15040499999999998, 0.913717, 0.364216)",68E,Face
1132,"(0.60177, 0.589823, 0.9380529999999999, 0.9274969999999999)",42K,Body
1132,"(0.165929, 0.19464199999999998, 0.630531, 0.493977)",G942,Face
1132,"(0.0, 0.191692, 0.69469, 1.0)",G942,Body
1132,"(0.5995579999999999, 0.181371, 0.8982300000000001, 0.396656)",68E,Face
1132,"(0.570796, 0.175472, 1.0, 0.952564)",68E,Body
1132,"(0.676991, 0.594247, 0.9314159999999999, 0.740228)",42K,Face
1133,"(0.603982, 0.539688, 0.884956, 0.930446)",42K,Body
1133,"(0.639381, 0.545586, 0.8761059999999999, 0.718109)",42K,Face
1133,"(0.5265489999999999, 0.11943899999999999, 1.0, 0.9422419999999999)",68E,Body
1133,"(0.00885, 0.129761, 0.9336279999999999, 1.0)",G942,Body
1133,"(0.14601799999999998, 0.131236, 0.6194689999999999, 0.411402)",G942,Face
1133,"(0.579646, 0.120914, 0.904867, 0.331775)",68E,Face
1134,"(0.674779, 0.551485, 0.964602, 0.9319200000000001)",42K,Body
1134,"(0.736726, 0.551485, 0.957965, 0.704838)",42K,Face
1134,"(0.60177, 0.14008299999999999, 0.95354, 0.362741)",68E,Face
1134,"(0.004425, 0.21676, 0.34513299999999997, 0.539688)",G942,Face
1134,"(0.002212, 0.20643799999999998, 0.977876, 1.0)",G942,Body
1134,"(0.48451299999999997, 0.131236, 1.0, 0.9510900000000001)",68E,Body
1135,"(0.475664, 0.123863, 0.820796, 0.429096)",42K,Face
1135,"(0.075221, 0.117965, 0.889381, 0.9584619999999999)",42K,Body
1136,"(0.008465, 0.029619, 0.810499, 1.0)",87J,Body
1136,"(0.126971, 0.026798, 0.755478, 0.454161)",87J,Face
1137,"(0.0, 0.0, 1.0, 1.0)",94B,Body
1137,"(0.008465, 0.008463, 0.7068059999999999, 0.48942199999999997)",94B,Face
1138,"(0.302614, 0.14668499999999998, 0.8485900000000001, 0.586742)",69X,Face
1138,"(0.012697, 0.12835000000000002, 1.0, 1.0)",69X,Body
1139,"(0.134783, 0.19125699999999998, 0.65, 0.496977)",143H,Face
1139,"(0.0043479999999999994, 0.181114, 1.0, 1.0)",143H,Body
1140,"(0.269565, 0.197052, 0.8304349999999999, 0.55928)",143H,Face
1140,"(0.0043479999999999994, 0.19850099999999998, 0.9782609999999999, 1.0)",143H,Body
1141,"(0.10652199999999999, 0.043467, 0.9369569999999999, 1.0)",87J,Body
1141,"(0.178261, 0.042018, 0.741304, 0.378166)",87J,Face
1142,"(0.069565, 0.260804, 1.0, 0.951936)",143H,Body
1142,"(0.11087000000000001, 0.259355, 0.5, 0.523058)",143H,Face
1143,"(0.14130399999999999, 0.250662, 0.48913000000000006, 0.45785699999999996)",67G,Face
1143,"(0.0021739999999999997, 0.250662, 0.6565219999999999, 0.95918)",67G,Body
1144,"(0.202174, 0.228928, 0.558696, 0.452061)",67G,Face
1144,"(0.010870000000000001, 0.230377, 0.773913, 1.0)",67G,Body
1145,"(0.0043479999999999994, 0.38830899999999996, 0.702174, 1.0)",67G,Body
1145,"(0.2, 0.398451, 0.530435, 0.5911569999999999)",67G,Face
1146,"(0.11304299999999999, 0.127504, 0.995652, 0.911366)",110E,Body
1146,"(0.478261, 0.12895299999999998, 0.891304, 0.39700199999999997)",110E,Face
1146,"(0.27391299999999996, 0.646215, 0.6565219999999999, 0.8852859999999999)",151J,Face
1146,"(0.017391, 0.644766, 0.697826, 1.0)",151J,Body
1147,"(0.230435, 0.1333, 0.6543479999999999, 0.357882)",110E,Face
1147,"(0.047826, 0.130402, 0.826087, 1.0)",110E,Body
1148,"(0.332609, 0.134749, 0.730435, 0.415838)",72X,Face
1148,"(0.056521999999999996, 0.114464, 0.984783, 0.982363)",72X,Body
1149,"(0.25, 0.1333, 0.676087, 0.38830899999999996)",72X,Face
1149,"(0.0043479999999999994, 0.124607, 0.952174, 0.962078)",72X,Body
1150,"(0.036957, 0.556383, 0.282609, 0.709967)",98K,Face
1150,"(0.134783, 0.127504, 0.6217389999999999, 0.511466)",94B,Face
1150,"(0.123913, 0.126055, 1.0, 0.9751179999999999)",94B,Body
1151,"(0.13913, 0.237622, 0.628261, 0.601299)",94B,Face
1151,"(0.097826, 0.223133, 1.0, 1.0)",94B,Body
1151,"(0.178261, 0.57377, 0.46956499999999995, 0.7563329999999999)",98K,Face
1152,"(0.402174, 0.308618, 0.8108700000000001, 0.583912)",72X,Face
1152,"(0.097826, 0.304272, 1.0, 1.0)",72X,Body
1153,"(0.104348, 0.20574599999999998, 0.632609, 0.5143639999999999)",72X,Face
1153,"(0.006522, 0.201399, 0.9434779999999999, 1.0)",72X,Body
1154,"(0.05, 0.16372699999999998, 0.813043, 1.0)",87J,Body
1154,"(0.330435, 0.185461, 0.7630429999999999, 0.49987499999999996)",87J,Face
1155,"(0.034783, 0.117362, 0.743478, 1.0)",87J,Body
1155,"(0.07391299999999999, 0.124607, 0.445652, 0.427429)",87J,Face
1156,"(0.152174, 0.172421, 0.5804349999999999, 0.488284)",67G,Face
1156,"(0.11087000000000001, 0.16952299999999998, 1.0, 1.0)",67G,Body
1157,"(0.223913, 0.10577099999999999, 0.6217389999999999, 0.385411)",67G,Face
1157,"(0.18695699999999998, 0.10577099999999999, 1.0, 1.0)",67G,Body
1158,"(0.18695699999999998, 0.179665, 0.647826, 0.460754)",87J,Face
1158,"(0.06739099999999999, 0.15648299999999998, 0.6869569999999999, 1.0)",87J,Body
1159,"(0.128261, 0.185461, 0.597826, 0.48393699999999995)",87J,Face
1159,"(0.0043479999999999994, 0.185461, 0.6913039999999999, 1.0)",87J,Body
1160,"(0.008695999999999999, 0.12026, 0.713043, 0.9954029999999999)",87J,Body
1160,"(0.16739099999999998, 0.12026, 0.645652, 0.45061199999999996)",87J,Face
1161,"(0.21087000000000003, 0.12315799999999999, 0.667391, 0.452061)",87J,Face
1161,"(0.013042999999999999, 0.126055, 0.730435, 1.0)",87J,Body
1162,"(0.20652199999999998, 0.15648299999999998, 0.615217, 0.420185)",87J,Face
1162,"(0.0043479999999999994, 0.15648299999999998, 0.6913039999999999, 0.872246)",87J,Body
1163,"(0.178261, 0.014489, 0.678261, 0.38396199999999997)",69X,Face
1163,"(0.0043479999999999994, 0.024631999999999998, 0.76087, 0.964976)",69X,Body
1164,"(0.0, 0.569423, 0.30652199999999996, 0.893979)",98K,Body
1164,"(0.039130000000000005, 0.567974, 0.304348, 0.734599)",98K,Face
1164,"(0.0, 0.175318, 0.426087, 0.944691)",94B,Body
1164,"(0.406522, 0.047813999999999995, 1.0, 0.857757)",69X,Body
1164,"(0.5913039999999999, 0.044916, 0.982609, 0.289783)",69X,Face
1164,"(0.0, 0.17676699999999998, 0.38913000000000003, 0.43757199999999996)",94B,Face
1165,"(0.7630429999999999, 0.011590999999999999, 1.0, 0.667949)",69X,Body
1165,"(0.27608699999999997, 0.060854, 0.804348, 0.36077899999999996)",94B,Face
1165,"(0.023913, 0.062303, 0.826087, 0.8809389999999999)",94B,Body
1165,"(0.38913000000000003, 0.47959, 0.669565, 0.6491129999999999)",98K,Face
1165,"(0.384783, 0.481039, 0.6847829999999999, 0.8244319999999999)",98K,Body
1166,"(0.336957, 0.44626499999999997, 0.682609, 0.820085)",98K,Body
1166,"(0.017391, 0.044916, 0.808696, 0.904122)",94B,Body
1166,"(0.30869599999999997, 0.036223, 0.7586959999999999, 0.31151599999999996)",94B,Face
1166,"(0.771739, 0.018836, 1.0, 0.6896829999999999)",69X,Body
1166,"(0.404348, 0.45930499999999996, 0.65, 0.631726)",98K,Face
1167,"(0.30869599999999997, 0.086935, 0.7695649999999999, 0.394104)",94B,Face
1167,"(0.36739099999999997, 0.501324, 0.65, 0.672296)",98K,Face
1167,"(0.32826099999999997, 0.49118199999999995, 0.678261, 0.8867349999999999)",98K,Body
1167,"(0.719565, 0.002898, 1.0, 0.7679239999999999)",69X,Body
1167,"(0.0021739999999999997, 0.091282, 0.813043, 0.940345)",94B,Body
1168,"(0.036957, 0.046364999999999996, 0.821739, 0.909917)",69X,Body
1168,"(0.27608699999999997, 0.039120999999999996, 0.747826, 0.281089)",69X,Face
1169,"(0.006522, 0.033325, 1.0, 1.0)",94B,Body
1169,"(0.486957, 0.760679, 0.843478, 0.972221)",98K,Face
1169,"(0.152174, 0.031876, 1.0, 0.5607289999999999)",94B,Face
1170,"(0.284783, 0.789658, 0.658696, 0.962078)",98K,Face
1170,"(0.0043479999999999994, 0.031876, 0.7978259999999999, 0.556383)",94B,Face
1170,"(0.0043479999999999994, 0.017387, 0.969565, 1.0)",94B,Body
1171,"(0.27608699999999997, 0.020284999999999997, 0.813043, 0.407145)",110E,Face
1171,"(0.25, 0.030427, 1.0, 1.0)",110E,Body
1172,"(0.30869599999999997, 0.021734, 0.7978259999999999, 0.378166)",110E,Face
1172,"(0.27391299999999996, 0.030427, 1.0, 1.0)",110E,Body
1173,"(0.395652, 0.002898, 1.0, 1.0)",110E,Body
1173,"(0.41739099999999996, 0.0, 1.0, 0.301374)",110E,Face
1174,"(0.55, 0.001449, 1.0, 0.294129)",110E,Face
1174,"(0.404348, 0.008693, 1.0, 1.0)",110E,Body
1175,"(0.115217, 0.091282, 0.545652, 0.349188)",110E,Face
1175,"(0.076087, 0.089833, 1.0, 1.0)",110E,Body
1176,"(0.14782599999999999, 0.12895299999999998, 0.5521739999999999, 0.389758)",110E,Face
1176,"(0.10652199999999999, 0.121709, 1.0, 1.0)",110E,Body
1177,"(0.07391299999999999, 0.143442, 0.604348, 0.418736)",110E,Face
1177,"(0.036957, 0.147789, 1.0, 1.0)",110E,Body
1178,"(0.09347799999999999, 0.210092, 0.602174, 0.45351)",110E,Face
1178,"(0.056521999999999996, 0.19995000000000002, 1.0, 1.0)",110E,Body
1179,"(0.008695999999999999, 0.08838399999999999, 1.0, 1.0)",7124,Body
1179,"(0.330435, 0.094179, 0.958696, 0.462203)",7124,Face
1180,"(0.393478, 0.168074, 0.856522, 0.49118199999999995)",110E,Face
1180,"(0.24565199999999998, 0.17097199999999999, 0.9500000000000001, 1.0)",110E,Body
1181,"(0.404348, 0.028978, 0.836957, 0.34773899999999996)",110E,Face
1181,"(0.21304299999999998, 0.031876, 0.8739129999999999, 0.995653)",110E,Body
1182,"(0.384783, 0.043467, 0.865217, 0.34629000000000004)",110E,Face
1182,"(0.18043499999999998, 0.036223, 0.865217, 1.0)",110E,Body
1183,"(0.0043479999999999994, 0.08838399999999999, 0.9434779999999999, 1.0)",7124,Body
1183,"(0.158696, 0.081139, 0.721739, 0.439021)",7124,Face
1184,"(0.27608699999999997, 0.08838399999999999, 0.852174, 0.420185)",7124,Face
1184,"(0.0043479999999999994, 0.10287299999999999, 0.9108700000000001, 1.0)",7124,Body
1185,"(0.352174, 0.006522999999999999, 0.732609, 0.547912)",72X,Face
1185,"(0.271739, 0.0, 0.954348, 1.0)",72X,Body
1186,"(0.243478, 0.501324, 0.541304, 0.672296)",98K,Body
1186,"(0.197826, 0.297027, 0.6869569999999999, 0.708518)",94B,Body
1186,"(0.265217, 0.299925, 0.5152169999999999, 0.482488)",94B,Face
1186,"(0.265217, 0.49987499999999996, 0.384783, 0.585361)",98K,Face
1187,"(0.156522, 0.349188, 0.708696, 0.8026979999999999)",94B,Body
1187,"(0.191304, 0.369473, 0.458696, 0.552036)",94B,Face
1187,"(0.265217, 0.55928, 0.408696, 0.65346)",98K,Face
1187,"(0.247826, 0.563627, 0.523913, 0.7519859999999999)",98K,Body
1188,"(0.102174, 0.350637, 0.6565219999999999, 0.7824129999999999)",94B,Body
1188,"(0.14782599999999999, 0.366575, 0.41956499999999997, 0.5462400000000001)",94B,Face
1188,"(0.191304, 0.5505869999999999, 0.34565199999999996, 0.665051)",98K,Face
1188,"(0.16087, 0.540445, 0.47173899999999996, 0.750537)",98K,Body
1189,"(0.278261, 0.5505869999999999, 0.41956499999999997, 0.641868)",98K,Face
1189,"(0.26087000000000005, 0.5462400000000001, 0.556522, 0.750537)",98K,Body
1189,"(0.215217, 0.357882, 0.49347799999999997, 0.537547)",94B,Face
1189,"(0.18695699999999998, 0.349188, 0.7260869999999999, 0.779515)",94B,Body
1190,"(0.25, 0.139096, 0.536957, 0.31151599999999996)",94B,Face
1190,"(0.158696, 0.124607, 0.615217, 0.521609)",94B,Body
1190,"(0.230435, 0.31876099999999996, 0.384783, 0.41004199999999996)",98K,Face
1190,"(0.20652199999999998, 0.315863, 0.541304, 0.501324)",98K,Body
1191,"(0.36521699999999996, 0.547689, 0.49347799999999997, 0.6375219999999999)",98K,Face
1191,"(0.33913000000000004, 0.536098, 0.6521739999999999, 0.728803)",98K,Body
1191,"(0.37826099999999996, 0.365126, 0.6630429999999999, 0.528853)",94B,Face
1191,"(0.30000000000000004, 0.344841, 0.8673909999999999, 0.7621279999999999)",94B,Body
1192,"(0.134783, 0.28543599999999997, 0.717391, 0.6925800000000001)",94B,Body
1192,"(0.202174, 0.508568, 0.34565199999999996, 0.608543)",98K,Face
1192,"(0.178261, 0.505671, 0.536957, 0.663602)",98K,Body
1192,"(0.236957, 0.312965, 0.569565, 0.49552799999999997)",94B,Face
1193,"(0.269565, 0.389758, 0.7956519999999999, 0.8707969999999999)",143H,Body
1193,"(0.532609, 0.423083, 0.734783, 0.55928)",143H,Face
1194,"(0.406522, 0.336148, 0.632609, 0.496977)",143H,Face
1194,"(0.156522, 0.30717, 0.7630429999999999, 0.7592300000000001)",143H,Body
1195,"(0.423913, 0.29847599999999996, 0.65, 0.447714)",143H,Face
1195,"(0.191304, 0.27964, 0.804348, 0.714314)",143H,Body
1196,"(0.917391, 0.255009, 1.0, 0.40424699999999997)",143H,Face
1196,"(0.569565, 0.24631499999999998, 1.0, 0.6693979999999999)",143H,Body
1196,"(0.291304, 0.321659, 0.602174, 0.524507)",69X,Face
1196,"(0.0043479999999999994, 0.31876099999999996, 0.713043, 0.9084679999999999)",69X,Body
1197,"(0.08695699999999999, 0.315863, 0.393478, 0.508568)",69X,Face
1197,"(0.0021739999999999997, 0.310067, 0.558696, 0.898326)",69X,Body
1197,"(0.702174, 0.227479, 0.9, 0.394104)",143H,Face
1197,"(0.476087, 0.202848, 1.0, 0.6751929999999999)",143H,Body
1198,"(0.6521739999999999, 0.221774, 0.773913, 0.459854)",143H,Face
1198,"(0.506522, 0.146762, 0.863043, 0.782731)",143H,Body
1198,"(0.243478, 0.228297, 0.426087, 0.47290000000000004)",69X,Face
1198,"(0.176087, 0.19894399999999998, 0.528261, 0.936016)",69X,Body
1199,"(0.617391, 0.441918, 0.83913, 0.602748)",143H,Face
1199,"(0.43913, 0.414389, 0.963043, 0.78676)",143H,Body
1199,"(0.082609, 0.427429, 0.323913, 0.5926049999999999)",69X,Face
1199,"(0.006522, 0.418736, 0.48478299999999996, 0.930202)",69X,Body
1200,"(0.6391300000000001, 0.244866, 0.8413039999999999, 0.427429)",143H,Face
1200,"(0.402174, 0.23327499999999998, 0.967391, 0.627379)",143H,Body
1200,"(0.021738999999999998, 0.328903, 0.269565, 0.501324)",69X,Face
1200,"(0.0043479999999999994, 0.32745399999999997, 0.467391, 0.7983509999999999)",69X,Body
1201,"(0.10652199999999999, 0.228928, 0.37826099999999996, 0.411491)",69X,Face
1201,"(0.0043479999999999994, 0.228928, 0.506522, 0.743292)",69X,Body
1201,"(0.717391, 0.153585, 0.908696, 0.304272)",143H,Face
1201,"(0.391304, 0.12026, 1.0, 0.602748)",143H,Body
1202,"(0.006522, 0.30717, 0.541304, 0.807045)",69X,Body
1202,"(0.197826, 0.317312, 0.463043, 0.485386)",69X,Face
1202,"(0.5478259999999999, 0.250662, 0.7586959999999999, 0.375268)",143H,Face
1202,"(0.408696, 0.236173, 1.0, 0.6665)",143H,Body
1203,"(0.18043499999999998, 0.44047000000000003, 0.43043499999999996, 0.647664)",69X,Face
1203,"(0.063043, 0.439021, 0.554348, 0.9490379999999999)",69X,Body
1203,"(0.497826, 0.33325000000000005, 0.719565, 0.49118199999999995)",143H,Face
1203,"(0.408696, 0.31441399999999997, 0.967391, 0.7780659999999999)",143H,Body
1204,"(0.204348, 0.227479, 0.608696, 0.502773)",110E,Face
1204,"(0.05, 0.195603, 0.806522, 0.902673)",110E,Body
1205,"(0.23909699999999998, 0.087701, 0.6434759999999999, 0.337968)",110E,Face
1205,"(0.154049, 0.069519, 0.8103629999999999, 0.8598929999999999)",110E,Body
1206,"(0.272795, 0.459893, 0.8504800000000001, 0.901604)",67G,Body
1206,"(0.292052, 0.46096299999999996, 0.494241, 0.590374)",67G,Face
1207,"(0.6659419999999999, 0.695187, 1.0, 0.922995)",7124,Face
1207,"(0.0, 0.68984, 1.0, 1.0)",7124,Body
1207,"(0.30488899999999997, 0.451337, 0.55201, 0.583957)",67G,Face
1207,"(0.282424, 0.43743299999999996, 0.7172919999999999, 0.8748659999999999)",67G,Body
1208,"(0.895411, 0.36042799999999997, 1.0, 0.8224600000000001)",7124,Body
1208,"(0.8986200000000001, 0.35508, 1.0, 0.525134)",7124,Face
1208,"(0.30168, 0.45882399999999995, 0.518311, 0.610695)",67G,Face
1208,"(0.258353, 0.457754, 0.864922, 0.9401069999999999)",67G,Body
1209,"(0.523125, 0.262032, 1.0, 0.9336900000000001)",7124,Body
1209,"(0.261563, 0.468449, 0.821596, 0.9572189999999999)",67G,Body
1209,"(0.5536139999999999, 0.26738, 0.856899, 0.451337)",7124,Face
1209,"(0.292052, 0.47914399999999996, 0.486218, 0.607487)",67G,Face
1210,"(0.7253149999999999, 0.6513369999999999, 1.0, 0.9454549999999999)",7124,Face
1210,"(0.662733, 0.47807499999999997, 1.0, 1.0)",7124,Body
1210,"(0.25033, 0.46631000000000006, 0.50066, 0.613904)",67G,Face
1210,"(0.22946899999999998, 0.46096299999999996, 0.731734, 0.9401069999999999)",67G,Body
1211,"(0.23749299999999998, 0.46631000000000006, 0.463752, 0.611765)",67G,Face
1211,"(0.216632, 0.459893, 0.8665269999999999, 0.912299)",67G,Body
1212,"(0.333773, 0.46096299999999996, 0.539172, 0.596791)",67G,Face
1212,"(0.195771, 0.453476, 0.861713, 0.903743)",67G,Body
1213,"(0.24712099999999998, 0.46310199999999996, 0.8536889999999999, 0.9508019999999999)",67G,Body
1213,"(0.280819, 0.47272699999999995, 0.479799, 0.616043)",67G,Face
1214,"(0.29847, 0.47379699999999997, 0.502265, 0.609626)",67G,Face
1214,"(0.271191, 0.46310199999999996, 0.855294, 0.9454549999999999)",67G,Body
1215,"(0.25033, 0.48342199999999996, 0.471776, 0.624599)",67G,Face
1215,"(0.216632, 0.47486599999999995, 0.8119679999999999, 0.9336900000000001)",67G,Body
1216,"(0.094676, 0.318717, 0.31291199999999997, 0.46096299999999996)",67G,Face
1216,"(0.070606, 0.304813, 0.7172919999999999, 0.7967909999999999)",67G,Body
1217,"(0.171701, 0.43101599999999995, 0.399565, 0.591444)",67G,Face
1217,"(0.12997899999999998, 0.42994699999999997, 0.860108, 0.8887700000000001)",67G,Body
1218,"(0.168491, 0.42139000000000004, 0.8713409999999999, 0.853476)",67G,Body
1218,"(0.208608, 0.42994699999999997, 0.43326299999999995, 0.563636)",67G,Face
1219,"(0.24712099999999998, 0.21390399999999998, 0.64829, 0.453476)",67G,Face
1219,"(0.054558999999999996, 0.20748699999999998, 0.778269, 1.0)",67G,Body
1220,"(0.34179699999999996, 0.139037, 0.6868029999999999, 0.36149699999999996)",67G,Face
1220,"(0.16528199999999998, 0.112299, 0.9178769999999999, 1.0)",67G,Body
1221,"(0.434868, 0.2, 0.714082, 0.37754000000000004)",67G,Face
1221,"(0.136398, 0.008556, 0.858503, 0.895187)",67G,Body
1222,"(0.545976, 0.586742, 1.0, 1.0)",7124,Body
1222,"(0.541743, 0.589563, 0.730084, 0.770099)",7124,Face
1222,"(0.011233, 0.00107, 0.630639, 0.974332)",67G,Body
1222,"(0.235888, 0.137968, 0.55201, 0.368984)",67G,Face
1223,"(0.508683, 0.136898, 0.844061, 0.420321)",7124,Face
1223,"(0.057768, 0.103743, 0.8665269999999999, 0.7219249999999999)",7124,Body
1223,"(0.203794, 0.374332, 0.913063, 0.86738)",94B,Body
1223,"(0.187747, 0.390374, 0.532754, 0.6427809999999999)",94B,Face
1223,"(0.23749299999999998, 0.589305, 0.516707, 0.7935829999999999)",98K,Body
1223,"(0.300075, 0.592513, 0.486218, 0.691979)",98K,Face
1224,"(0.19416599999999998, 0.6427809999999999, 0.45091499999999995, 0.857754)",98K,Body
1224,"(0.216632, 0.6470589999999999, 0.426845, 0.767914)",98K,Face
1224,"(0.11393199999999999, 0.459893, 0.8922019999999999, 0.9529409999999999)",94B,Body
1224,"(0.081839, 0.151872, 0.739757, 0.8085559999999999)",7124,Body
1224,"(0.356239, 0.171123, 0.739757, 0.424599)",7124,Face
1224,"(0.12356000000000002, 0.46310199999999996, 0.409193, 0.698396)",94B,Face
1225,"(0.409193, 0.6513369999999999, 0.611383, 0.767914)",98K,Face
1225,"(0.195771, 0.208556, 0.508683, 0.47272699999999995)",7124,Face
1225,"(0.170096, 0.20107000000000003, 0.808758, 0.8898400000000001)",7124,Body
1225,"(0.328959, 0.43957199999999996, 0.621011, 0.686631)",94B,Face
1225,"(0.328959, 0.43422499999999997, 1.0, 0.934759)",94B,Body
1225,"(0.37549499999999997, 0.64492, 0.6579189999999999, 0.884492)",98K,Body
1226,"(0.28563299999999997, 0.683422, 0.515102, 0.807487)",98K,Face
1226,"(0.248725, 0.44492000000000004, 0.9435509999999999, 0.9593579999999999)",94B,Body
1226,"(0.287238, 0.6887700000000001, 0.5279389999999999, 0.916578)",98K,Body
1226,"(0.178119, 0.214973, 0.808758, 0.9294119999999999)",7124,Body
1226,"(0.45893799999999996, 0.23957199999999998, 0.8119679999999999, 0.516578)",7124,Face
1226,"(0.256749, 0.453476, 0.5792889999999999, 0.686631)",94B,Face
1227,"(0.271191, 0.263102, 0.646686, 0.552941)",7124,Face
1227,"(0.003209, 0.253476, 0.6402669999999999, 0.968984)",7124,Body
1227,"(0.04814, 0.495187, 0.372286, 0.743316)",94B,Face
1227,"(0.043325999999999996, 0.48984000000000005, 0.7750600000000001, 0.968984)",94B,Body
1227,"(0.107514, 0.7240639999999999, 0.30168, 0.847059)",98K,Face
1227,"(0.088257, 0.7176469999999999, 0.33858699999999997, 0.9786100000000001)",98K,Body
1228,"(0.179724, 0.677005, 0.407589, 0.8021389999999999)",98K,Face
1228,"(0.170096, 0.672727, 0.42042599999999997, 0.909091)",98K,Body
1228,"(0.09628099999999999, 0.44598899999999997, 0.887388, 0.934759)",94B,Body
1228,"(0.365867, 0.259893, 0.728524, 0.525134)",7124,Face
1228,"(0.028884, 0.24919799999999998, 0.739757, 0.887701)",7124,Body
1228,"(0.09949000000000001, 0.455615, 0.415612, 0.691979)",94B,Face
1229,"(0.0, 0.21176499999999998, 1.0, 0.985027)",69X,Body
1229,"(0.34179699999999996, 0.212834, 0.728524, 0.518717)",69X,Face
1230,"(0.542382, 0.272727, 0.9082479999999999, 0.596791)",69X,Face
1230,"(0.0016049999999999999, 0.25454499999999997, 0.959598, 0.994652)",69X,Body
1231,"(0.22144599999999998, 0.13262000000000002, 1.0, 0.925134)",69X,Body
1231,"(0.32575000000000004, 0.145455, 0.786293, 0.413904)",69X,Face
1232,"(0.39531499999999997, 0.032948, 0.745242, 0.608441)",69X,Face
1232,"(0.23133199999999998, 0.039538, 1.0, 1.0)",69X,Body
1233,"(0.693221, 0.189305, 0.946761, 0.368984)",67G,Face
1233,"(0.6691509999999999, 0.18395699999999998, 1.0, 0.7946519999999999)",67G,Body
1233,"(0.399565, 0.345455, 0.7253149999999999, 0.53369)",69X,Face
1233,"(0.23749299999999998, 0.335829, 0.913063, 1.0)",69X,Body
1234,"(0.0, 0.297326, 0.606569, 0.901604)",69X,Body
1234,"(0.372286, 0.290909, 1.0, 0.86738)",67G,Body
1234,"(0.5279389999999999, 0.300535, 0.8408519999999999, 0.46951899999999996)",67G,Face
1234,"(0.072211, 0.309091, 0.372286, 0.541176)",69X,Face
1235,"(0.868131, 0.10802099999999999, 1.0, 0.291979)",7124,Face
1235,"(0.7846879999999999, 0.103743, 1.0, 0.6395719999999999)",7124,Body
1235,"(0.539172, 0.36363599999999996, 0.7028500000000001, 0.497326)",87J,Face
