jpg_id,monkey_names
1562,26J
1563,26J
1564,37I
1565,37I
1566,68Y
1567,68Y
1568,68Y
1569,68Y
1570,68Y
1571,68Y
1571,Unknown1
1572,68Y
1573,68Y
1574,68Y
1574,37I
1575,37I
1575,68Y
1575,Unknown1
1576,68Y
1577,68Y
1578,68Y
1579,26J
1580,26J
1581,DF2I
1582,0EX
1582,67K
1583,68Y
1584,DF2I
1585,DF2I
1586,0EX
1586,67K
1587,0EX
1587,67K
1588,0EX
1588,67K
1589,DF2I
1589,Unknown1
1590,DF2I
1590,Unknown1
1591,36J
1592,36J
1593,36J
1594,58I
1595,58I
1596,37I
1597,37I
1598,68Y
1598,37I
1598,26J
1598,Unknown1
1599,68Y
1599,37I
1599,26J
1599,Unknown1
1600,68Y
1601,68Y
1602,68Y
1603,68Y
1604,68Y
1604,26J
1605,0FL
1606,58I
1607,0EX
1607,67K
1608,0EX
1608,67K
1609,36J
1609,Unknown1
1610,0FL
1611,0FL
1611,Unknown1
1612,68Y
1613,68Y
1614,68Y
1615,68Y
1616,68Y
1617,68Y
1618,0EX
1618,67K
1619,68Y
1619,Unknown1
1619,Unknown2
1620,0FL
1620,Unknown1
1621,36J
1622,36J
1623,36J
1624,36J
1625,36J
1626,0EX
1626,36J
1626,67K
1627,0EX
1627,36J
1628,DF2I
1628,Unknown1
1629,DF2I
1629,Unknown1
1630,DF2I
1630,0FL
1630,Unknown1
1631,DF2I
1631,0FL
1631,Unknown1
1632,DF2I
1632,0FL
1632,Unknown1
1633,DF2I
1633,09X
1633,0FL
1634,DF2I
1635,DF2I
1635,09X
1635,0FL
1636,DF2I
1636,09X
1636,0FL
1637,68Y
1637,26J
1638,68Y
1638,26J
1639,68Y
1639,26J
1640,68Y
1640,26J
1641,68Y
1641,26J
1642,68Y
1642,26J
1643,68Y
1643,26J
1644,68Y
1644,26J
1644,Unknown1
1645,09X
1645,0FL
1645,67K
1646,09X
1646,0FL
1647,09X
1647,0FL
1647,67K
1648,0EX
1648,67K
1649,0EX
1649,67K
1650,0EX
1650,67K
1650,Unknown1
1651,0EX
1651,67K
1651,Unknown1
1652,0EX
1652,67K
1652,Unknown1
1653,0EX
1654,0EX
1655,0EX
1655,Unknown1
1656,0EX
1656,Unknown1
1657,0EX
1657,67K
1657,Unknown1
1657,Unknown2
1658,0EX
1658,67K
1658,Unknown1
1659,0EX
1659,67K
1660,0EX
1660,67K
1661,0EX
1661,67K
1661,Unknown1
1662,0EX
1662,67K
1662,Unknown1
1663,0EX
1663,67K
1664,37I
1665,37I
1666,37I
1667,37I
1668,37I
1668,Unknown1
1669,37I
1669,Unknown1
1670,37I
1670,Unknown1
1671,37I
1671,Unknown1
1672,09X
1672,0FL
1672,37I
1673,09X
1673,0FL
1673,37I
1673,Unknown1
1674,09X
1674,0FL
1674,37I
1674,Unknown1
1675,09X
1675,0FL
1675,37I
1676,09X
1676,0FL
1676,37I
1677,09X
1677,0FL
1677,37I
1678,09X
1678,0FL
1678,37I
1678,40J
1679,09X
1679,0FL
1679,37I
1679,40J
1680,09X
1680,0FL
1680,37I
1680,40J
1681,09X
1681,0FL
1681,37I
1681,40J
1682,09X
1682,0FL
1682,37I
1682,40J
1683,09X
1683,0FL
1683,37I
1683,40J
1684,09X
1684,37I
1685,09X
1685,37I
1686,09X
1686,0FL
1686,37I
1687,09X
1687,0FL
1687,37I
1688,09X
1688,0FL
1688,37I
1689,40J
1690,40J
1691,40J
1692,40J
1693,40J
1694,40J
1695,40J
1696,40J
1697,40J
1698,37I
1698,40J
1699,09X
1699,0FL
1699,37I
1699,40J
1700,09X
1700,0FL
1700,37I
1700,40J
1701,09X
1701,37I
1701,40J
1702,09X
1702,40J
1703,09X
1703,40J
1704,09X
1704,40J
1705,09X
1705,0FL
1705,40J
1706,09X
1706,0FL
1706,40J
1706,Unknown1
1707,09X
1707,0FL
1707,40J
1708,09X
1708,0FL
1708,40J
1709,09X
1709,0FL
1709,40J
1710,09X
1710,0FL
1711,09X
1711,0FL
1712,09X
1712,0FL
1713,09X
1713,0FL
1714,68Y
1714,67K
1714,Unknown1
1715,68Y
1715,67K
1715,Unknown1
1716,68Y
1716,67K
1716,Unknown1
1717,68Y
1718,26J
1718,Unknown1
1719,26J
1719,Unknown1
1720,26J
1720,Unknown1
1721,36J
1722,36J
1723,36J
1724,36J
1725,36J
1726,36J
1726,Unknown1
1727,58I
1728,58I
1728,26J
1729,58I
1729,26J
1730,58I
1730,26J
1731,58I
1731,26J
1732,58I
1732,26J
1733,58I
1733,26J
1734,58I
1734,26J
1735,58I
1735,26J
1736,58I
1736,26J
1737,58I
1737,26J
1738,58I
1738,26J
1739,0FL
1740,0FL
1741,0FL
1742,0FL
1743,0FL
1744,0FL
1745,0FL
1746,0FL
1747,0FL
1748,0FL
1749,68Y
1749,0EX
1749,67K
1750,68Y
1750,0EX
1750,67K
1751,68Y
1751,0EX
1751,67K
1752,68Y
1752,0EX
1752,67K
1753,68Y
1753,0EX
1753,67K
1754,68Y
1754,0EX
1754,67K
1755,68Y
1755,0EX
1755,67K
1756,09X
1756,37I
1757,09X
1757,37I
1758,09X
1758,37I
1759,58I
1759,Unknown1
1760,58I
1761,58I
1762,0FL
1762,40J
1763,0FL
1763,40J
1764,0FL
1764,40J
1765,40J
1766,40J
1767,37I
1767,58I
1768,37I
1768,58I
1769,37I
1769,58I
1770,37I
1770,58I
1771,37I
1771,58I
1772,37I
1772,58I
1773,37I
1773,58I
1774,37I
1774,58I
1775,37I
1775,58I
1776,37I
1776,58I
1776,Unknown1
1777,37I
1778,37I
1779,37I
1780,37I
1781,40J
1782,40J
1783,40J
1784,40J
1785,40J
1786,40J
1787,40J
1788,40J
1789,26J
1790,26J
1791,68Y
1791,26J
1792,68Y
1792,26J
1793,68Y
1793,26J
1793,Unknown1
1794,68Y
1794,26J
1794,Unknown1
1795,0FL
1796,0FL
1797,0FL
1798,0FL
1799,0FL
1800,0FL
1801,0FL
1802,0FL
1803,0FL
1804,0FL
1805,37I
1806,37I
1807,37I
1808,37I
1809,37I
1810,37I
1811,37I
1812,37I
1813,DF2I
1814,DF2I
1815,DF2I
1816,DF2I
1817,DF2I
1818,DF2I
1819,37I
1820,37I
1820,Unknown1
1821,40J
1822,40J
1823,37I
1823,40J
1824,37I
1824,40J
1825,37I
1825,40J
1826,37I
1826,40J
1827,37I
1827,40J
1828,37I
1828,40J
1829,37I
1829,40J
1830,37I
1830,40J
1831,37I
1831,40J
1832,37I
1832,40J
1833,37I
1833,40J
1834,37I
1834,40J
1835,37I
1835,40J
1836,37I
1836,40J
1837,37I
1837,40J
1838,36J
1838,Unknown1
1839,36J
1839,Unknown1
1840,36J
1840,Unknown1
1841,36J
1841,Unknown1
1842,37I
1843,37I
1844,37I
1845,37I
1846,0EX
1846,67K
1847,0EX
1847,67K
1848,68Y
1849,68Y
1850,DF2I
1850,0EX
1850,67K
1851,DF2I
1851,0EX
1851,67K
1852,DF2I
1852,0EX
1852,67K
1853,DF2I
1853,0EX
1853,67K
1854,DF2I
1854,0EX
1854,67K
1855,DF2I
1855,0EX
1855,67K
1856,DF2I
1856,0EX
1856,67K
1857,0FL
1857,58I
1858,0FL
1858,58I
1859,0FL
1859,58I
1860,0FL
1860,58I
1861,0FL
1861,58I
1862,0FL
1862,58I
1863,0FL
1863,58I
1864,0FL
1864,58I
1865,0FL
1865,58I
1866,0FL
1866,58I
1867,0FL
1867,58I
1868,0FL
1868,58I
1869,0FL
1869,58I
1870,0FL
1870,58I
1871,0FL
1871,58I
1872,0FL
1872,58I
1873,0FL
1873,58I
1874,58I
1875,58I
1876,40J
1876,Unknown1
1877,40J
1877,Unknown1
1878,40J
1878,Unknown1
1879,40J
1880,40J
1881,40J
1882,40J
1882,Unknown1
1883,37I
1884,37I
1885,37I
1886,37I
1887,37I
1888,37I
1889,37I
1890,37I
1891,37I
1892,37I
1893,37I
1894,37I
1895,37I
1896,37I
1897,DF2I
1897,0EX
1898,DF2I
1898,0EX
1899,DF2I
1899,0EX
1900,DF2I
1900,0EX
1900,67K
1901,DF2I
1901,0EX
1901,67K
1902,DF2I
1902,0EX
1902,67K
1903,DF2I
1903,0EX
1903,67K
1904,DF2I
1905,DF2I
1906,DF2I
1907,0EX
1907,DF2I
1908,0EX
1908,DF2I
1909,0EX
1909,DF2I
1910,0EX
1911,DF2I
1911,0EX
1911,67K
1912,DF2I
1912,0EX
1912,67K
1913,DF2I
1913,0EX
1913,67K
1914,DF2I
1914,0EX
1914,67K
1915,DF2I
1915,0EX
1915,67K
1916,DF2I
1916,0EX
1916,67K
1917,DF2I
1917,0EX
1918,DF2I
1918,0EX
1919,DF2I
1919,0EX
1919,67K
1920,DF2I
1920,0EX
1920,67K
1921,DF2I
1921,0EX
1922,DF2I
1922,0EX
1923,68Y
1924,68Y
1925,68Y
1926,68Y
1927,68Y
1928,68Y
1929,37I
1930,37I
1931,37I
1932,37I
1933,37I
1934,37I
1935,37I
1936,37I
1937,DF2I
1937,37I
1938,DF2I
1938,37I
1939,DF2I
1939,37I
1940,DF2I
1940,37I
1941,DF2I
1941,37I
1942,DF2I
1942,37I
1943,37I
1944,37I
1945,37I
1946,37I
1947,37I
1948,37I
1949,37I
1950,37I
1951,58I
1952,58I
1953,58I
1954,58I
1955,58I
1956,58I
1957,37I
1957,58I
1958,37I
1958,58I
1959,37I
1959,58I
1960,37I
1960,58I
1961,37I
1961,58I
1962,37I
1962,58I
1963,37I
1963,58I
1964,37I
1964,58I
1965,37I
1966,37I
1967,37I
1968,DF2I
1968,0EX
1968,67K
1969,DF2I
1969,0EX
1969,67K
1970,DF2I
1970,0EX
1970,67K
1971,0EX
1971,67K
1972,0EX
1972,67K
1973,DF2I
1973,0EX
1973,67K
1974,DF2I
1974,0EX
1974,67K
1975,0EX
1976,0EX
1976,67K
1977,0FL
1978,0FL
1979,DF2I
1979,0EX
1979,67K
1980,DF2I
1980,0EX
1980,67K
1981,DF2I
1981,0EX
1981,67K
1982,68Y
1982,26J
1983,68Y
1983,26J
1984,68Y
1984,26J
1985,68Y
1985,26J
1986,68Y
1986,26J
1987,68Y
1987,26J
1988,68Y
1988,26J
1989,68Y
1989,26J
1990,68Y
1990,26J
1991,68Y
1991,26J
1992,68Y
1992,26J
1993,68Y
1993,26J
1994,68Y
1994,26J
1995,0EX
1995,36J
1995,Unknown1
1996,0EX
1996,36J
1996,67K
1996,Unknown1
1997,0EX
1997,36J
1997,67K
1997,Unknown1
1998,0EX
1998,36J
1998,67K
1998,Unknown1
1999,0EX
1999,36J
1999,67K
1999,Unknown1
2000,0EX
2000,36J
2000,67K
2000,Unknown1
2001,0EX
2001,36J
2001,67K
2001,Unknown1
2002,0EX
2002,36J
2002,67K
2002,Unknown1
2003,0EX
2003,36J
2003,67K
2003,Unknown1
2004,68Y
2004,26J
2005,68Y
2005,26J
2006,36J
2007,36J
2008,36J
2009,26J
2010,26J
2011,26J
2012,58I
2013,58I
2014,58I
2015,58I
2016,58I
2017,58I
2018,58I
2019,58I
2020,68Y
2021,26J
2022,DF2I
2023,37I
2023,58I
2024,37I
2024,58I
2025,37I
2025,58I
2026,37I
2026,58I
2027,58I
2028,58I
2029,58I
2030,58I
2031,58I
2032,58I
2033,0EX
2033,36J
2033,67K
2034,0EX
2034,36J
2034,67K
2035,58I
2036,58I
2037,0EX
2037,36J
2037,67K
2038,0EX
2038,36J
2038,67K
2039,0EX
2039,36J
2039,67K
2040,0EX
2040,36J
2040,67K
2041,0EX
2041,36J
2041,67K
2042,0EX
2042,36J
2042,67K
2043,0EX
2043,36J
2043,67K
2044,0EX
2044,36J
2044,67K
2045,0EX
2045,36J
2045,67K
2046,49Y
2046,120K
2046,Unknown1
2046,Unknown2
2047,G942
2048,86I
2049,70G
2049,58K
2050,114J
2050,Unknown1
2050,Unknown2
2051,49Y
2051,120K
2051,Unknown1
2051,Unknown2
2052,59E
2053,59E
2054,59E
2055,68E
2055,G942
2056,G942
2057,49Y
2057,120K
2058,49Y
2058,120K
2058,Unknown1
2059,49Y
2059,120K
2059,Unknown1
2060,79G
2061,114J
2062,35Y
2062,126K
2063,86I
2064,68E
2064,42K
2065,68E
2065,Unknown1
2066,79G
2067,59E
2068,70G
2068,58K
2069,49Y
2069,120K
2070,59E
2071,167I
2072,167I
2073,35Y
2073,126K
2074,114J
2074,Unknown1
2075,114J
2075,Unknown1
2076,86I
2077,35Y
2077,114J
2078,68E
2078,42K
2079,35Y
2079,126K
2080,59E
2081,70G
2081,58K
2082,48Z
2083,48Z
2084,48Z
2085,86I
2086,79G
2087,79G
2088,48Z
2089,79G
2090,79G
2091,79G
2092,Unknown1
2093,49Y
2093,120K
2094,49Y
2094,120K
2094,Unknown1
2095,49Y
2095,120K
2095,Unknown1
2096,48Z
2096,Unknown1
2096,Unknown2
2097,114J
2098,79G
2099,79G
2100,70G
2100,58K
2101,70G
2101,58K
2102,70G
2102,58K
2103,86I
2104,86I
2105,86I
2106,86I
2107,70G
2107,58K
2108,70G
2108,58K
2109,70G
2109,58K
2110,70G
2110,58K
2111,70G
2111,58K
2112,70G
2112,58K
2113,70G
2113,58K
2114,48Z
2115,48Z
2116,48Z
2117,48Z
2118,48Z
2119,48Z
2120,35Y
2120,126K
2121,G942
2121,114J
2122,G942
2122,114J
2123,G942
2124,G942
2125,79G
2126,79G
2127,48Z
2128,48Z
2129,48Z
2130,48Z
2131,48Z
2132,68E
2132,42K
2133,68E
2133,42K
2134,68E
2134,42K
2135,68E
2135,42K
2136,49Y
2136,120K
2137,49Y
2137,120K
2137,Unknown1
2138,49Y
2138,120K
2138,Unknown1
2139,49Y
2139,120K
2139,Unknown1
2140,49Y
2140,120K
2140,Unknown1
2141,48Z
2142,48Z
2143,48Z
2144,79G
2145,79G
2146,79G
2147,101G
2148,101G
2149,101G
2150,101G
2151,101G
2152,101G
2153,101G
2154,14F
2154,139K
2155,14F
2155,139K
2156,14F
2156,101G
2156,139K
2157,14F
2157,101G
2157,139K
2158,14F
2158,101G
2158,139K
2159,14F
2159,101G
2159,139K
2160,14F
2160,101G
2160,139K
2161,14F
2161,101G
2161,139K
2162,14F
2162,101G
2162,139K
2163,14F
2163,101G
2163,139K
2164,14F
2164,101G
2164,139K
2165,101G
2166,101G
2167,101G
2168,101G
2169,101G
2170,101G
2171,101G
2172,101G
2173,101G
2174,101G
2175,14F
2175,68F
2175,122K
2175,139K
2176,68F
2176,122K
2177,14F
2177,101G
2177,139K
2178,14F
2178,101G
2178,139K
2179,G701
2179,14F
2179,101G
2179,139K
2180,G701
2180,14F
2180,101G
2180,139K
2181,G701
2181,14F
2181,101G
2181,139K
2182,G701
2182,14F
2182,101G
2182,139K
2183,14F
2183,101G
2183,139K
2184,14F
2184,101G
2184,139K
2185,68F
2185,122K
2186,68F
2186,122K
2187,68F
2187,122K
2188,G701
2188,101G
2189,68F
2189,122K
2190,14F
2190,139K
2191,14F
2191,139K
2192,14F
2192,139K
2193,14F
2193,139K
2194,G701
2194,101G
2195,G701
2195,101G
2196,G701
2196,101G
2197,G701
2197,101G
2198,14F
2198,139K
2199,14F
2199,139K
2199,101G
2200,19J
2200,14F
2200,139K
2201,19J
2202,19J
2203,19J
2204,19J
2205,19J
2206,19J
2207,68F
2207,122K
2208,68F
2208,122K
2209,68F
2209,122K
2210,G701
2211,G701
2212,G701
2213,14F
2213,139K
2214,14F
2214,139K
2215,14F
2215,139K
2216,68F
2217,19J
2218,19J
2219,19J
2220,19J
2221,19J
2222,19J
2223,19J
2224,19J
2225,19J
2226,19J
2227,19J
2228,19J
2229,19J
2230,19J
2231,19J
2232,68F
2232,122K
2233,68F
2233,122K
2234,68F
2234,122K
2235,19J
2236,68F
2236,122K
2237,68F
2237,122K
2238,19J
2239,19J
2240,19J
2241,68F
2241,122K
2242,68F
2242,122K
2243,68F
2243,122K
2244,68F
2244,122K
2245,68F
2245,122K
2246,19J
2247,19J
2248,19J
2249,19J
2250,19J
2251,68F
2251,122K
2252,19J
2253,19J
2254,19J
2254,68F
2255,19J
2255,68F
2256,19J
2257,19J
2258,19J
2259,19J
2260,19J
2261,19J
2262,19J
2263,19J
2264,19J
2265,19J
2266,19J
2267,19J
2268,19J
2269,19J
2270,19J
2271,19J
2272,19J
2273,19J
2274,19J
2275,19J
2276,19J
2277,19J
2278,19J
2279,19J
2280,19J
2281,19J
2282,68F
2282,122K
2283,68F
2283,122K
2284,68F
2284,122K
2285,G701
2286,G701
2287,68F
2287,122K
2288,68F
2288,122K
2289,68F
2289,122K
2290,68F
2290,122K
2291,68F
2291,122K
2292,G701
2293,G701
2294,G701
2295,68F
2295,122K
2296,68F
2296,122K
2297,68F
2297,122K
2298,19J
2299,19J
2300,19J
2301,19J
2302,19J
2303,19J
2304,19J
2305,G701
2306,G701
2307,G701
2308,G701
2309,G701
2310,G701
2311,G701
2312,68F
2312,122K
2313,G701
2314,G701
2315,G701
2316,G701
2316,19J
2317,G701
2317,19J
2318,G701
2319,G701
2320,G701
2321,G701
2322,G701
2323,G701
2324,G701
2325,G701
2326,G701
2327,G701
2328,G701
2329,G701
2330,G701
2330,19J
2331,G701
2332,68F
2332,122K
2333,68F
2333,122K
2334,68F
2334,122K
2335,68F
2335,122K
2336,68F
2336,122K
2337,68F
2337,122K
2338,68F
2338,122K
2339,68F
2339,122K
2340,G701
2341,G701
2342,G701
2343,G701
2344,G701
2345,G701
2346,G701
2347,G701
2348,68F
2348,122K
2349,G701
2350,68F
2350,122K
2351,68F
2351,122K
2352,68F
2352,122K
2353,68F
2353,122K
2354,101G
2355,101G
2356,14F
2356,139K
2357,G701
2357,68F
2357,122K
2358,G701
2358,68F
2358,122K
2359,G701
2359,68F
2359,122K
2360,G701
2360,68F
2360,122K
2361,G701
2361,68F
2361,122K
2362,G701
2362,68F
2362,122K
2363,G701
2363,68F
2363,122K
2364,68F
2364,122K
2365,68F
2365,122K
2366,14F
2366,139K
2367,14F
2367,139K
2368,101G
2369,101G
2370,68F
2370,122K
2371,68F
2371,122K
2372,68F
2372,122K
2373,14F
2373,139K
2374,14F
2374,139K
2375,14F
2375,139K
2376,101G
2377,G701
2377,68F
2378,101G
2379,101G
2380,101G
2381,101G
2382,101G
2383,G701
2383,68F
2384,G701
2384,68F
2385,G701
2385,68F
2386,G701
2386,68F
2387,G701
2387,68F
2388,G701
2388,68F
2389,19J
2389,68F
2390,G701
2391,G701
2391,68F
2391,122K
2392,G701
2392,68F
2392,122K
2393,19J
2394,19J
2395,14F
2395,139K
2396,14F
2396,139K
2397,101G
2398,101G
2399,101G
2400,G701
2401,19J
2402,19J
2403,101G
2404,101G
2405,101G
2406,101G
2407,G701
2408,G701
2409,19J
2410,68F
2410,122K
2411,68F
2411,122K
2412,14F
2412,139K
2413,101G
2414,101G
2415,101G
2416,G701
2417,G701
2418,G701
2419,14F
2419,19J
2419,139K
2420,19J
2421,14F
2421,139K
2422,19J
2423,68F
2423,122K
2424,68F
2424,122K
2425,68F
2425,122K
2426,68F
2426,122K
2427,19J
2428,101G
2428,19J
2428,Unknown1
2429,G701
2430,G701
2431,14F
2431,68F
2431,122K
2431,139K
2432,14F
2432,68F
2432,122K
2432,139K
2433,14F
2433,68F
2433,122K
2433,139K
2434,14F
2434,68F
2434,122K
2435,14F
2435,68F
2435,122K
2436,14F
2436,68F
2436,122K
2437,101G
2438,101G
2439,101G
2440,101G
2441,68F
2441,122K
2442,68F
2442,122K
2443,68F
2443,122K
2444,68F
2444,122K
2445,68F
2445,122K
2446,19J
2446,Unknown1
2447,101G
2448,101G
2449,101G
2450,101G
2451,101G
2452,101G
2453,101G
2454,101G
2455,101G
2456,101G
2457,101G
2458,101G
2459,101G
2460,101G
2461,101G
2462,68F
2462,122K
2463,68F
2463,122K
2464,68Y
2464,0EX
2464,67K
2465,68Y
2465,0EX
2465,67K
2465,DF2I
2466,68Y
2467,0EX
2467,67K
2467,DF2I
2468,DF2I
2468,0EX
2468,67K
2469,DF2I
2469,0EX
2469,67K
2470,DF2I
2470,0EX
2471,DF2I
2471,0EX
2472,DF2I
2472,0EX
2473,DF2I
2473,0EX
2474,68Y
2474,26J
2475,0EX
2475,67K
2475,DF2I
2476,0EX
2476,67K
2476,DF2I
2477,0EX
2477,67K
2477,DF2I
2478,0EX
2478,67K
2478,DF2I
2479,68Y
2480,68Y
2481,36J
2481,Unknown1
2482,36J
2482,Unknown1
2483,26J
2484,26J
2485,26J
2486,26J
2487,26J
2488,26J
2489,26J
2490,26J
2491,26J
2492,37I
2493,26J
2494,26J
2495,09X
2496,09X
2497,09X
2497,Unknown1
2498,09X
2499,09X
2500,09X
2500,Unknown1
2501,09X
2501,Unknown1
2502,26J
2503,26J
2504,26J
2505,26J
2506,40J
2506,Unknown1
2507,40J
2507,Unknown1
2508,37I
2509,37I
2510,58I
2511,58I
2512,58I
2513,58I
2514,58I
2515,58I
2516,37I
2516,Unknown1
2517,37I
2517,Unknown1
2518,58I
2519,58I
2520,58I
2521,58I
2522,58I
2523,58I
2524,58I
2525,26J
2525,68Y
2525,Unknown1
2526,26J
2526,68Y
2526,Unknown1
2527,58I
2528,58I
2529,58I
2530,58I
2531,26J
2531,Unknown1
2532,26J
2532,Unknown1
2533,DF2I
2533,0EX
2533,67K
2534,DF2I
2534,0EX
2534,67K
2535,DF2I
2535,0EX
2535,67K
2536,DF2I
2536,0EX
2536,67K
2537,DF2I
2537,0EX
2537,67K
2537,Unknown1
2538,68Y
2538,26J
2538,Unknown1
2539,37I
2540,37I
2541,37I
2542,37I
2543,37I
2544,37I
2545,37I
2546,37I
2547,37I
2548,37I
2549,37I
2550,40J
2551,40J
2552,40J
2553,40J
2554,36J
2554,Unknown1
2555,36J
2555,Unknown1
2556,58I
2556,Unknown1
2557,58I
2557,Unknown1
2558,37I
2559,37I
2560,37I
2561,37I
2562,37I
2563,26J
2564,26J
2565,DF2I
2565,68Y
2566,DF2I
2566,68Y
2567,DF2I
2568,DF2I
2568,68Y
2568,26J
2569,0EX
2569,67K
2570,0EX
2570,67K
2571,0EX
2572,0EX
2572,67K
2573,0EX
2573,67K
2574,09X
2575,09X
2576,09X
2577,09X
2578,DF2I
2579,DF2I
2580,DF2I
2581,37I
2582,37I
2583,37I
2584,37I
2585,37I
2586,37I
2587,37I
2588,36J
2588,37I
2589,36J
2589,37I
2589,Unknown1
2590,37I
2590,36J
2591,37I
2591,36J
2591,Unknown1
2592,68Y
2592,26J
2592,Unknown1
2593,68Y
2593,26J
2593,Unknown1
2594,68Y
2594,26J
2594,Unknown1
2595,68Y
2595,26J
2595,Unknown1
2596,68Y
2596,26J
2597,68Y
2597,26J
2598,68Y
2598,26J
2599,0EX
2599,67K
2600,0EX
2600,67K
2601,0EX
2601,67K
2602,0EX
2602,67K
2603,67K
2604,67K
2605,67K
2606,67K
2607,67K
2608,68Y
2608,26J
2609,68Y
2609,26J
2610,68Y
2610,26J
2611,DF2I
2611,Unknown1
2612,DF2I
2612,Unknown1
2613,DF2I
2613,Unknown1
2614,DF2I
2614,Unknown1
2615,0EX
2615,67K
2616,0EX
2616,67K
2617,0EX
2617,67K
2618,36J
2619,36J
2620,36J
2621,36J
2622,36J
2623,36J
2624,36J
2625,68Y
2625,0EX
2626,68Y
2626,0EX
2627,68Y
2627,0EX
2628,68Y
2628,0EX
2629,68Y
2630,DF2I
2630,Unknown1
2631,DF2I
2631,Unknown1
2632,DF2I
2632,Unknown1
2633,26J
2634,26J
2635,DF2I
2635,09X
2635,40J
2636,DF2I
2636,09X
2636,40J
2637,0EX
2637,67K
2638,0EX
2638,67K
2639,0EX
2639,67K
2640,0EX
2640,67K
2641,0EX
2642,DF2I
2642,09X
2642,Unknown1
2643,DF2I
2643,09X
2643,Unknown1
2644,DF2I
2644,09X
2644,Unknown1
2645,DF2I
2645,09X
2645,Unknown1
2646,26J
2647,26J
2648,26J
2649,26J
2650,26J
2651,DF2I
2651,09X
2652,DF2I
2652,09X
2653,DF2I
2653,09X
2654,DF2I
2654,09X
2655,26J
2656,26J
2657,26J
2658,26J
2659,26J
2660,09X
2660,40J
2661,09X
2661,40J
2662,09X
2662,40J
2663,DF2I
2663,0EX
2663,67K
2663,Unknown1
2664,DF2I
2664,0EX
2664,67K
2664,Unknown1
2665,DF2I
2665,0EX
2665,67K
2665,Unknown1
2666,DF2I
2666,0EX
2666,67K
2666,Unknown1
2667,DF2I
2667,0EX
2667,67K
2667,Unknown1
2668,58I
2668,Unknown1
2669,58I
2669,Unknown1
2670,58I
2670,Unknown1
2671,58I
2671,Unknown1
2672,58I
2672,Unknown1
2673,58I
2673,Unknown1
2674,58I
2674,Unknown1
2675,26J
2676,DF2I
2676,0EX
2676,36J
2676,67K
2676,Unknown1
2677,0FL
2677,Unknown1
2678,0FL
2678,Unknown1
2679,0FL
2679,Unknown1
2680,0FL
2680,Unknown1
2681,0FL
2681,Unknown1
2682,0FL
2683,0FL
2683,Unknown1
2684,0FL
2684,Unknown1
2685,0FL
2685,Unknown1
2686,0FL
2686,Unknown1
2687,68Y
2687,Unknown1
2688,68Y
2688,Unknown1
2689,68Y
2689,Unknown1
2690,79G
2691,79G
2692,35Y
2692,126K
2693,86I
2694,86I
2695,86I
2696,86I
2697,86I
2698,86I
2699,86I
2700,86I
2701,86I
2702,86I
2703,86I
2704,86I
2705,86I
2706,86I
2707,86I
2708,86I
2709,86I
2710,86I
2711,86I
2712,86I
2713,86I
2714,86I
2715,114J
2716,35Y
2716,114J
2717,35Y
2717,114J
2717,126K
2718,35Y
2718,114J
2718,126K
2719,35Y
2719,114J
2719,126K
2720,114J
2721,114J
2722,35Y
2722,114J
2723,114J
2724,114J
2725,114J
2726,114J
2727,114J
2728,114J
2729,114J
2730,114J
2731,35Y
2731,126K
2732,35Y
2732,126K
2733,35Y
2733,126K
2734,35Y
2734,126K
2735,35Y
2735,126K
2736,35Y
2736,126K
2737,35Y
2737,126K
2738,114J
2739,114J
2740,114J
2741,114J
2742,114J
2743,114J
2744,86I
2744,114J
2745,86I
2745,114J
2746,86I
2746,114J
2747,86I
2747,114J
2748,68E
2748,42K
2749,68E
2749,42K
2750,68E
2750,42K
2751,68E
2751,42K
2752,68E
2752,42K
2753,68E
2753,42K
2754,68E
2754,42K
2755,68E
2755,42K
2756,68E
2756,42K
2757,68E
2757,42K
2758,35Y
2758,70G
2758,58K
2758,126K
2759,35Y
2759,70G
2759,58K
2759,126K
2760,35Y
2760,70G
2760,58K
2760,126K
2761,35Y
2761,70G
2761,58K
2761,126K
2762,35Y
2762,70G
2762,58K
2762,126K
2763,35Y
2763,70G
2763,58K
2763,126K
2764,114J
2765,114J
2766,114J
2767,114J
2768,114J
2769,59E
2770,59E
2771,59E
2772,59E
2773,59E
2774,59E
2775,59E
2776,79G
2777,79G
2778,79G
2779,79G
2780,79G
2781,167I
2781,114J
2782,79G
2783,79G
2784,79G
2785,79G
2786,79G
2787,79G
2788,79G
2789,79G
2790,79G
2791,79G
2792,79G
2793,79G
2794,79G
2795,79G
2796,79G
2797,79G
2798,79G
2799,79G
2800,79G
2801,79G
2802,79G
2803,79G
2804,79G
2805,79G
2806,70G
2806,58K
2807,70G
2807,58K
2808,70G
2808,79G
2808,58K
2809,70G
2809,79G
2809,58K
2810,70G
2810,79G
2810,58K
2811,70G
2811,58K
2812,79G
2813,79G
2814,79G
2815,70G
2815,58K
2816,70G
2816,58K
2817,79G
2818,79G
2819,79G
2820,79G
2821,79G
2822,167I
2823,167I
2824,167I
2825,68E
2825,42K
2826,68E
2826,42K
2827,68E
2827,42K
2828,68E
2828,42K
2829,68E
2829,42K
2830,68E
2830,42K
2831,68E
2831,42K
2832,68E
2832,42K
2833,59E
2834,59E
2835,59E
2836,59E
2837,59E
2838,59E
2839,59E
2840,114J
2841,167I
2842,167I
