monkey_id,jpg_id,monkey_name
1719,1107,114J
1720,1107,35Y
1721,1108,42Z
1722,1109,42Z
1723,1110,42Z
1724,1111,42Z
1725,1112,42Z
1726,1113,35Y
1727,1114,86I
1728,1114,Unknown1
1729,1115,42Z
1730,1116,42Z
1731,1117,86I
1732,1118,86I
1733,1119,86I
1734,1120,86I
1735,1121,167I
1736,1121,58K
1737,1121,70G
1738,1122,58K
1739,1122,70G
1740,1123,167I
1741,1124,48Z
1742,1125,48Z
1743,1126,58K
1744,1126,70G
1745,1127,42K
1746,1127,42Z
1747,1127,68E
1748,1128,42K
1749,1128,42Z
1750,1128,68E
1751,1129,42K
1752,1129,68E
1753,1129,G942
1754,1129,Unknown1
1755,1130,42K
1756,1130,68E
1757,1130,G942
1758,1130,Unknown1
1759,1131,42K
1760,1131,68E
1761,1131,G942
1762,1132,42K
1763,1132,68E
1764,1132,G942
1765,1133,42K
1766,1133,68E
1767,1133,G942
1768,1134,42K
1769,1134,68E
1770,1134,G942
1771,1135,42K
1772,1135,42Z
1773,1136,87J
1774,1137,94B
1775,1138,69X
1776,1139,143H
1777,1140,143H
1778,1141,87J
1779,1142,143H
1780,1143,67G
1781,1144,67G
1782,1145,67G
1783,1146,110E
1784,1146,151J
1785,1147,110E
1786,1148,72X
1787,1149,72X
1788,1150,94B
1789,1150,98K
1790,1151,94B
1791,1151,98K
1792,1152,72X
1793,1153,72X
1794,1154,87J
1795,1155,87J
1796,1156,67G
1797,1157,67G
1798,1158,87J
1799,1159,87J
1800,1160,87J
1801,1161,87J
1802,1162,87J
1803,1163,69X
1804,1164,69X
1805,1164,94B
1806,1164,98K
1807,1165,69X
1808,1165,94B
1809,1165,98K
1810,1166,69X
1811,1166,94B
1812,1166,98K
1813,1167,69X
1814,1167,94B
1815,1167,98K
1816,1168,69X
1817,1169,94B
1818,1169,98K
1819,1170,94B
1820,1170,98K
1821,1171,110E
1822,1172,110E
1823,1173,110E
1824,1174,110E
1825,1175,110E
1826,1176,110E
1827,1177,110E
1828,1178,110E
1829,1179,7124
1830,1180,110E
1831,1181,110E
1832,1182,110E
1833,1183,7124
1834,1184,7124
1835,1185,72X
1836,1186,94B
1837,1186,98K
1838,1187,94B
1839,1187,98K
1840,1188,94B
1841,1188,98K
1842,1189,94B
1843,1189,98K
1844,1190,94B
1845,1190,98K
1846,1191,94B
1847,1191,98K
1848,1192,94B
1849,1192,98K
1850,1193,143H
1851,1194,143H
1852,1195,143H
1853,1196,143H
1854,1196,69X
1855,1197,143H
1856,1197,69X
1857,1198,143H
1858,1198,69X
1859,1199,143H
1860,1199,69X
1861,1200,143H
1862,1200,69X
1863,1201,143H
1864,1201,69X
1865,1202,143H
1866,1202,69X
1867,1203,143H
1868,1203,69X
1869,1204,110E
1870,1205,110E
1871,1206,67G
1872,1207,67G
1873,1207,7124
1874,1208,67G
1875,1208,7124
1876,1209,67G
1877,1209,7124
1878,1210,67G
1879,1210,7124
1880,1211,67G
1881,1212,67G
1882,1213,67G
1883,1214,67G
1884,1215,67G
1885,1216,67G
1886,1217,67G
1887,1218,67G
1888,1219,67G
1889,1220,67G
1890,1221,67G
1891,1222,67G
1892,1222,7124
1893,1223,7124
1894,1223,94B
1895,1223,98K
1896,1224,7124
1897,1224,94B
1898,1224,98K
1899,1225,7124
1900,1225,94B
1901,1225,98K
1902,1226,7124
1903,1226,94B
1904,1226,98K
1905,1227,7124
1906,1227,94B
1907,1227,98K
1908,1228,7124
1909,1228,94B
1910,1228,98K
1911,1229,69X
1912,1230,69X
1913,1231,69X
1914,1232,69X
1915,1233,67G
1916,1233,69X
1917,1234,67G
1918,1234,69X
1919,1235,7124
1920,1235,87J
1921,1236,67G
1922,1236,69X
1923,1237,67G
1924,1237,69X
1925,1238,67G
1926,1238,69X
1927,1239,67G
1928,1239,69X
1929,1240,67G
1930,1240,69X
1931,1241,67G
1932,1241,69X
1933,1242,67G
1934,1242,69X
1935,1243,67G
1936,1243,69X
1937,1244,67G
1938,1244,69X
1939,1245,67G
1940,1245,69X
1941,1246,67G
1942,1246,69X
1943,1247,72X
1944,1248,72X
1945,1249,72X
1946,1250,72X
1947,1251,72X
1948,1252,72X
1949,1253,72X
1950,1254,72X
1951,1255,72X
1952,1256,72X
1953,1257,72X
1954,1258,72X
1955,1259,72X
1956,1260,87J
1957,1261,87J
1958,1261,Unknown1
1959,1262,72X
1960,1263,72X
1961,1264,59K
1962,1264,81G
1963,1265,59K
1964,1265,81G
1965,1266,59K
1966,1266,81G
1967,1267,59K
1968,1267,81G
1969,1267,Unknown1
1970,1268,59K
1971,1268,81G
1972,1269,59K
1973,1269,81G
1974,1270,59K
1975,1270,81G
1976,1271,59K
1977,1271,81G
1978,1272,59K
1979,1272,81G
1980,1273,59K
1981,1273,81G
1982,1274,59K
1983,1274,81G
1984,1275,59K
1985,1275,81G
1986,1276,59K
1987,1276,81G
1988,1277,59K
1989,1277,81G
1990,1278,59K
1991,1278,81G
1992,1279,59K
1993,1279,81G
1994,1280,59K
1995,1280,81G
1996,1281,72X
1997,1282,72X
1998,1283,72X
1999,1284,72X
2000,1285,69X
2001,1286,69X
2002,1287,69X
2003,1288,69X
2004,1289,69X
2005,1290,72X
2006,1291,59K
2007,1291,81G
2008,1292,110E
2009,1293,110E
2010,1294,110E
2011,1295,110E
2012,1295,151J
2013,1296,110E
2014,1296,151J
2015,1296,7124
2016,1297,110E
2017,1297,151J
2018,1297,7124
2019,1298,110E
2020,1298,151J
2021,1298,7124
2022,1299,110E
2023,1299,151J
2024,1299,7124
2025,1300,110E
2026,1300,151J
2027,1300,7124
2028,1301,110E
2029,1301,151J
2030,1301,7124
2031,1302,87J
2032,1303,87J
2033,1304,87J
2034,1305,87J
2035,1306,72X
2036,1307,87J
2037,1308,87J
2038,1309,87J
2039,1310,87J
2040,1311,87J
2041,1312,87J
2042,1313,87J
2043,1314,87J
2044,1315,87J
2045,1316,87J
2046,1317,87J
2047,1318,87J
2048,1319,87J
2049,1320,72X
2050,1321,143H
2051,1321,59K
2052,1321,81G
2053,1322,143H
2054,1322,59K
2055,1322,81G
2056,1323,143H
2057,1323,59K
2058,1323,81G
2059,1324,143H
2060,1325,59K
2061,1325,81G
2062,1326,67G
2063,1327,67G
2064,1328,67G
2065,1329,67G
2066,1330,67G
2067,1331,67G
2068,1332,67G
2069,1333,67G
2070,1333,81G
2071,1334,67G
2072,1334,72X
2073,1335,67G
2074,1335,72X
2075,1336,67G
2076,1336,72X
2077,1337,67G
2078,1337,72X
2079,1338,94B
2080,1338,98K
2081,1339,94B
2082,1339,98K
2083,1340,87J
2084,1340,94B
2085,1340,98K
2086,1341,87J
2087,1341,94B
2088,1341,98K
2089,1342,87J
2090,1342,94B
2091,1342,98K
2092,1343,94B
2093,1343,98K
2094,1344,94B
2095,1344,98K
2096,1345,94B
2097,1345,98K
2098,1346,94B
2099,1346,98K
2100,1347,94B
2101,1347,98K
2102,1348,87J
2103,1348,98K
2104,1349,87J
2105,1349,94B
2106,1349,98K
2107,1350,87J
2108,1350,94B
2109,1350,98K
2110,1351,87J
2111,1351,94B
2112,1351,98K
2113,1352,87J
2114,1352,94B
2115,1353,94B
2116,1353,98K
2117,1354,94B
2118,1354,98K
2119,1355,94B
2120,1355,98K
2121,1356,87J
2122,1357,87J
2123,1357,94B
2124,1357,98K
2125,1358,87J
2126,1358,94B
2127,1358,98K
2128,1359,87J
2129,1359,94B
2130,1359,98K
2131,1360,87J
2132,1360,94B
2133,1360,98K
2134,1361,87J
2135,1361,94B
2136,1361,98K
2137,1362,94B
2138,1362,98K
2139,1363,94B
2140,1363,98K
2141,1364,87J
2142,1365,87J
2143,1366,87J
2144,1367,87J
2145,1368,94B
2146,1368,98K
2147,1369,87J
2148,1370,87J
2149,1370,94B
2150,1370,98K
2151,1371,87J
2152,1372,87J
2153,1373,87J
2154,1374,87J
2155,1375,87J
2156,1375,94B
2157,1376,87J
2158,1376,94B
2159,1376,98K
2160,1377,143H
2161,1378,7124
2162,1379,94B
2163,1379,98K
2164,1379,Unknown1
2165,1380,94B
2166,1380,98K
2167,1380,Unknown1
2168,1381,94B
2169,1381,98K
2170,1381,Unknown1
2171,1382,69X
2172,1382,7124
2173,1383,69X
2174,1383,7124
2175,1384,69X
2176,1385,7124
2177,1386,7124
2178,1387,151J
2179,1388,151J
2180,1389,151J
2181,1390,151J
2182,1391,151J
2183,1391,67G
2184,1392,151J
2185,1392,67G
2186,1393,151J
2187,1393,67G
2188,1394,151J
2189,1394,67G
2190,1395,151J
2191,1395,67G
2192,1396,151J
2193,1396,67G
2194,1397,151J
2195,1398,151J
2196,1398,67G
2197,1399,151J
2198,1399,67G
2199,1400,151J
2200,1400,67G
2201,1401,151J
2202,1401,67G
2203,1402,151J
2204,1402,67G
2205,1403,151J
2206,1403,67G
2207,1404,151J
2208,1404,67G
2209,1405,151J
2210,1405,67G
2211,1406,151J
2212,1406,67G
2213,1407,151J
2214,1407,67G
2215,1408,151J
2216,1408,67G
2217,1409,151J
2218,1409,67G
2219,1410,151J
2220,1410,67G
2221,1411,151J
2222,1411,67G
2223,1412,151J
2224,1412,67G
2225,1413,151J
2226,1413,67G
2227,1414,151J
2228,1414,67G
2229,1415,151J
2230,1415,67G
2231,1416,151J
2232,1416,67G
2233,1417,151J
2234,1417,67G
2235,1418,151J
2236,1418,67G
2237,1419,151J
2238,1419,67G
2239,1420,151J
2240,1420,67G
2241,1421,151J
2242,1421,67G
2243,1422,151J
2244,1422,67G
2245,1423,110E
2246,1423,7124
2247,1424,110E
2248,1424,7124
2249,1425,151J
2250,1426,151J
2251,1426,87J
2252,1427,151J
2253,1427,87J
2254,1428,151J
2255,1428,87J
2256,1429,151J
2257,1429,67G
2258,1429,87J
2259,1430,151J
2260,1430,67G
2261,1430,87J
2262,1431,151J
2263,1432,59K
2264,1432,81G
2265,1433,151J
2266,1434,151J
2267,1435,110E
2268,1435,7124
2269,1436,110E
2270,1436,7124
2271,1437,151J
2272,1438,151J
2273,1439,151J
2274,1440,151J
2275,1441,151J
2276,1442,110E
2277,1442,7124
2278,1443,110E
2279,1443,7124
2280,1444,72X
2281,1445,67G
2282,1446,7124
2283,1447,67G
2284,1448,67G
2285,1449,110E
2286,1450,110E
2287,1451,110E
2288,1452,67G
2289,1453,67G
2290,1454,67G
2291,1455,72X
2292,1456,72X
2293,1457,72X
2294,1458,72X
2295,1459,151J
2296,1460,151J
2297,1461,110E
2298,1462,110E
2299,1463,67G
2300,1464,67G
2301,1465,110E
2302,1465,7124
2303,1466,110E
2304,1466,7124
2305,1467,110E
2306,1467,7124
2307,1468,67G
2308,1469,67G
2309,1470,7124
2310,1471,7124
2311,1472,94B
2312,1473,110E
2313,1474,110E
2314,1475,110E
2315,1476,110E
2316,1477,110E
2317,1478,110E
2318,1479,110E
2319,1480,110E
2320,1481,110E
2321,1481,7124
2322,1482,110E
2323,1482,7124
2324,1483,110E
2325,1484,110E
2326,1484,7124
2327,1485,110E
2328,1485,7124
2329,1486,72X
2330,1487,72X
2331,1488,72X
2332,1489,67G
2333,1490,67G
2334,1491,67G
2335,1492,67G
2336,1493,67G
2337,1494,72X
2338,1495,59K
2339,1495,67G
2340,1495,81G
2341,1496,59K
2342,1496,67G
2343,1496,81G
2344,1497,110E
2345,1498,110E
2346,1499,110E
2347,1500,110E
2348,1501,110E
2349,1502,110E
2350,1503,69X
2351,1503,Unknown1
2352,1504,143H
2353,1505,143H
2354,1506,69X
2355,1506,87J
2356,1507,69X
2357,1507,87J
2358,1508,69X
2359,1508,87J
2360,1509,110E
2361,1509,143H
2362,1509,67G
2363,1510,110E
2364,1510,143H
2365,1510,67G
2366,1511,110E
2367,1511,143H
2368,1511,67G
2369,1512,110E
2370,1512,143H
2371,1512,67G
2372,1513,110E
2373,1513,143H
2374,1513,67G
2375,1514,110E
2376,1514,143H
2377,1514,67G
2378,1515,110E
2379,1515,67G
2380,1516,110E
2381,1516,67G
2382,1517,69X
2383,1517,87J
2384,1518,69X
2385,1518,87J
2386,1519,110E
2387,1519,151J
2388,1520,110E
2389,1520,151J
2390,1521,7124
2391,1522,7124
2392,1523,110E
2393,1523,151J
2394,1524,110E
2395,1524,151J
2396,1525,110E
2397,1525,151J
2398,1526,110E
2399,1526,151J
2400,1527,7124
2401,1528,110E
2402,1528,151J
2403,1529,110E
2404,1529,151J
2405,1530,110E
2406,1530,151J
2407,1531,0EX
2408,1531,67K
2409,1532,0EX
2410,1532,67K
2411,1533,0EX
2412,1533,67K
2413,1534,DF2I
2414,1535,DF2I
2415,1536,DF2I
2416,1537,68Y
2417,1538,68Y
2418,1539,0EX
2419,1539,67K
2420,1540,09X
2421,1541,09X
2422,1542,DF2I
2423,1543,DF2I
2424,1544,DF2I
2425,1545,26J
2426,1545,Unknown1
2427,1546,26J
2428,1547,26J
2429,1548,26J
2430,1549,26J
2431,1549,68Y
2432,1550,26J
2433,1550,68Y
2434,1551,26J
2435,1551,68Y
2436,1552,26J
2437,1552,68Y
2438,1553,26J
2439,1553,68Y
2440,1554,26J
2441,1554,68Y
2442,1555,26J
2443,1555,68Y
2444,1556,26J
2445,1556,68Y
2446,1557,26J
2447,1557,68Y
2448,1558,26J
2449,1558,68Y
2450,1559,26J
2451,1559,68Y
2452,1560,26J
2453,1560,68Y
2454,1561,26J
2455,1561,68Y
2456,1562,26J
2457,1563,26J
2458,1564,37I
2459,1565,37I
2460,1566,68Y
2461,1567,68Y
2462,1568,68Y
2463,1569,68Y
2464,1570,68Y
2465,1571,68Y
2466,1571,Unknown1
2467,1572,68Y
2468,1573,68Y
2469,1574,37I
2470,1574,68Y
2471,1575,37I
2472,1575,68Y
2473,1575,Unknown1
2474,1576,68Y
2475,1577,68Y
2476,1578,68Y
2477,1579,26J
2478,1580,26J
2479,1581,DF2I
2480,1582,0EX
2481,1582,67K
2482,1583,68Y
2483,1584,DF2I
2484,1585,DF2I
2485,1586,0EX
2486,1586,67K
2487,1587,0EX
2488,1587,67K
2489,1588,0EX
2490,1588,67K
2491,1589,DF2I
2492,1589,Unknown1
2493,1590,DF2I
2494,1590,Unknown1
2495,1591,36J
2496,1592,36J
2497,1593,36J
2498,1594,58I
2499,1595,58I
2500,1596,37I
2501,1597,37I
2502,1598,26J
2503,1598,37I
2504,1598,68Y
2505,1598,Unknown1
2506,1599,26J
2507,1599,37I
2508,1599,68Y
2509,1599,Unknown1
2510,1600,68Y
2511,1601,68Y
2512,1602,68Y
2513,1603,68Y
2514,1604,26J
2515,1604,68Y
2516,1605,0FL
2517,1606,58I
2518,1607,0EX
2519,1607,67K
2520,1608,0EX
2521,1608,67K
2522,1609,36J
2523,1609,Unknown1
2524,1610,0FL
2525,1611,0FL
2526,1611,Unknown1
2527,1612,68Y
2528,1613,68Y
2529,1614,68Y
2530,1615,68Y
2531,1616,68Y
2532,1617,68Y
2533,1618,0EX
2534,1618,67K
2535,1619,68Y
2536,1619,Unknown1
2537,1619,Unknown2
2538,1620,0FL
2539,1620,Unknown1
2540,1621,36J
2541,1622,36J
2542,1623,36J
2543,1624,36J
2544,1625,36J
2545,1626,0EX
2546,1626,36J
2547,1626,67K
2548,1627,0EX
2549,1627,36J
2550,1628,DF2I
2551,1628,Unknown1
2552,1629,DF2I
2553,1629,Unknown1
2554,1630,0FL
2555,1630,DF2I
2556,1630,Unknown1
2557,1631,0FL
2558,1631,DF2I
2559,1631,Unknown1
2560,1632,0FL
2561,1632,DF2I
2562,1632,Unknown1
2563,1633,09X
2564,1633,0FL
2565,1633,DF2I
2566,1634,DF2I
2567,1635,09X
2568,1635,0FL
2569,1635,DF2I
2570,1636,09X
2571,1636,0FL
2572,1636,DF2I
2573,1637,26J
2574,1637,68Y
2575,1638,26J
2576,1638,68Y
2577,1639,26J
2578,1639,68Y
2579,1640,26J
2580,1640,68Y
2581,1641,26J
2582,1641,68Y
2583,1642,26J
2584,1642,68Y
2585,1643,26J
2586,1643,68Y
2587,1644,26J
2588,1644,68Y
2589,1644,Unknown1
2590,1645,09X
2591,1645,0FL
2592,1645,67K
2593,1646,09X
2594,1646,0FL
2595,1647,09X
2596,1647,0FL
2597,1647,67K
2598,1648,0EX
2599,1648,67K
2600,1649,0EX
2601,1649,67K
2602,1650,0EX
2603,1650,67K
2604,1650,Unknown1
2605,1651,0EX
2606,1651,67K
2607,1651,Unknown1
2608,1652,0EX
2609,1652,67K
2610,1652,Unknown1
2611,1653,0EX
2612,1654,0EX
2613,1654,Unknown1
2614,1655,0EX
2615,1655,Unknown1
2616,1656,0EX
2617,1656,Unknown1
2618,1657,0EX
2619,1657,67K
2620,1657,Unknown1
2621,1657,Unknown2
2622,1658,0EX
2623,1658,67K
2624,1658,Unknown1
2625,1659,0EX
2626,1659,67K
2627,1660,0EX
2628,1660,67K
2629,1661,0EX
2630,1661,67K
2631,1661,Unknown1
2632,1662,0EX
2633,1662,67K
2634,1662,Unknown1
2635,1663,0EX
2636,1663,67K
2637,1664,37I
2638,1665,37I
2639,1666,37I
2640,1667,37I
2641,1668,37I
2642,1668,Unknown1
2643,1669,37I
2644,1669,Unknown1
2645,1670,37I
2646,1670,Unknown1
2647,1671,37I
2648,1671,Unknown1
2649,1672,09X
2650,1672,0FL
2651,1672,37I
2652,1673,09X
2653,1673,0FL
2654,1673,37I
2655,1673,Unknown1
2656,1674,09X
2657,1674,0FL
2658,1674,37I
2659,1674,Unknown1
2660,1675,09X
2661,1675,0FL
2662,1675,37I
2663,1676,09X
2664,1676,0FL
2665,1676,37I
2666,1677,09X
2667,1677,0FL
2668,1677,37I
2669,1678,09X
2670,1678,0FL
2671,1678,37I
2672,1678,40J
2673,1679,09X
2674,1679,0FL
2675,1679,37I
2676,1679,40J
2677,1680,09X
2678,1680,0FL
2679,1680,37I
2680,1680,40J
2681,1681,09X
2682,1681,0FL
2683,1681,37I
2684,1681,40J
2685,1682,09X
2686,1682,0FL
2687,1682,37I
2688,1682,40J
2689,1683,09X
2690,1683,0FL
2691,1683,37I
2692,1683,40J
2693,1684,09X
2694,1684,37I
2695,1685,09X
2696,1685,37I
2697,1686,09X
2698,1686,0FL
2699,1686,37I
2700,1687,09X
2701,1687,0FL
2702,1687,37I
2703,1688,09X
2704,1688,0FL
2705,1688,37I
2706,1689,40J
2707,1690,40J
2708,1691,40J
2709,1692,40J
2710,1693,40J
2711,1694,40J
2712,1695,40J
2713,1696,40J
2714,1697,40J
2715,1698,37I
2716,1698,40J
2717,1699,09X
2718,1699,0FL
2719,1699,37I
2720,1699,40J
2721,1700,09X
2722,1700,0FL
2723,1700,37I
2724,1700,40J
2725,1701,09X
2726,1701,37I
2727,1701,40J
2728,1702,09X
2729,1702,40J
2730,1703,09X
2731,1703,40J
2732,1704,09X
2733,1704,40J
2734,1705,09X
2735,1705,0FL
2736,1705,40J
2737,1706,09X
2738,1706,0FL
2739,1706,40J
2740,1706,Unknown1
2741,1707,09X
2742,1707,0FL
2743,1707,40J
2744,1708,09X
2745,1708,0FL
2746,1708,40J
2747,1709,09X
2748,1709,0FL
2749,1709,40J
2750,1710,09X
2751,1710,0FL
2752,1711,09X
2753,1711,0FL
2754,1712,09X
2755,1712,0FL
2756,1713,09X
2757,1713,0FL
2758,1714,67K
2759,1714,68Y
2760,1714,Unknown1
2761,1715,67K
2762,1715,68Y
2763,1715,Unknown1
2764,1716,67K
2765,1716,68Y
2766,1716,Unknown1
2767,1717,68Y
2768,1718,26J
2769,1718,Unknown1
2770,1719,26J
2771,1719,Unknown1
2772,1719,Unknown2
2773,1720,26J
2774,1720,Unknown1
2775,1720,Unknown2
2776,1721,36J
2777,1722,36J
2778,1723,36J
2779,1724,36J
2780,1725,36J
2781,1726,36J
2782,1726,Unknown1
2783,1727,58I
2784,1728,26J
2785,1728,58I
2786,1729,26J
2787,1729,58I
2788,1730,26J
2789,1730,58I
2790,1731,26J
2791,1731,58I
2792,1732,26J
2793,1732,58I
2794,1733,26J
2795,1733,58I
2796,1734,26J
2797,1734,58I
2798,1735,26J
2799,1735,58I
2800,1736,26J
2801,1736,58I
2802,1737,26J
2803,1737,58I
2804,1738,26J
2805,1738,58I
2806,1739,0FL
2807,1740,0FL
2808,1741,0FL
2809,1742,0FL
2810,1743,0FL
2811,1744,0FL
2812,1745,0FL
2813,1746,0FL
2814,1747,0FL
2815,1748,0FL
2816,1749,0EX
2817,1749,67K
2818,1749,68Y
2819,1750,0EX
2820,1750,67K
2821,1750,68Y
2822,1751,0EX
2823,1751,67K
2824,1751,68Y
2825,1752,0EX
2826,1752,67K
2827,1752,68Y
2828,1753,0EX
2829,1753,67K
2830,1753,68Y
2831,1754,0EX
2832,1754,67K
2833,1754,68Y
2834,1755,0EX
2835,1755,67K
2836,1755,68Y
2837,1756,09X
2838,1756,37I
2839,1757,09X
2840,1757,37I
2841,1758,09X
2842,1758,37I
2843,1759,58I
2844,1759,Unknown1
2845,1760,58I
2846,1761,58I
2847,1762,0FL
2848,1762,40J
2849,1763,0FL
2850,1763,40J
2851,1764,0FL
2852,1764,40J
2853,1765,40J
2854,1766,40J
2855,1767,37I
2856,1767,58I
2857,1768,37I
2858,1768,58I
2859,1769,37I
2860,1769,58I
2861,1770,37I
2862,1770,58I
2863,1771,37I
2864,1771,58I
2865,1772,37I
2866,1772,58I
2867,1773,37I
2868,1773,58I
2869,1774,37I
2870,1774,58I
2871,1775,37I
2872,1775,58I
2873,1776,37I
2874,1776,58I
2875,1776,Unknown1
2876,1777,37I
2877,1778,37I
2878,1779,37I
2879,1780,37I
2880,1781,40J
2881,1782,40J
2882,1783,40J
2883,1784,40J
2884,1785,40J
2885,1786,40J
2886,1787,40J
2887,1788,40J
2888,1789,26J
2889,1790,26J
2890,1791,26J
2891,1791,68Y
2892,1792,26J
2893,1792,68Y
2894,1793,26J
2895,1793,68Y
2896,1793,Unknown1
2897,1794,26J
2898,1794,68Y
2899,1794,Unknown1
2900,1795,0FL
2901,1796,0FL
2902,1797,0FL
2903,1798,0FL
2904,1799,0FL
2905,1800,0FL
2906,1801,0FL
2907,1802,0FL
2908,1803,0FL
2909,1804,0FL
2910,1805,37I
2911,1806,37I
2912,1807,37I
2913,1808,37I
2914,1809,37I
2915,1810,37I
2916,1811,37I
2917,1812,37I
2918,1813,DF2I
2919,1814,DF2I
2920,1815,DF2I
2921,1816,DF2I
2922,1817,DF2I
2923,1818,DF2I
2924,1819,37I
2925,1820,37I
2926,1820,40J
2927,1820,Unknown1
2928,1821,40J
2929,1822,40J
2930,1823,37I
2931,1823,40J
2932,1824,37I
2933,1824,40J
2934,1825,37I
2935,1825,40J
2936,1826,37I
2937,1826,40J
2938,1827,37I
2939,1827,40J
2940,1828,37I
2941,1828,40J
2942,1829,37I
2943,1829,40J
2944,1830,37I
2945,1830,40J
2946,1831,37I
2947,1831,40J
2948,1832,37I
2949,1832,40J
2950,1833,37I
2951,1833,40J
2952,1834,37I
2953,1834,40J
2954,1835,37I
2955,1835,40J
2956,1836,37I
2957,1836,40J
2958,1837,37I
2959,1837,40J
2960,1838,36J
2961,1838,Unknown1
2962,1839,36J
2963,1839,Unknown1
2964,1840,36J
2965,1840,Unknown1
2966,1841,36J
2967,1841,Unknown1
2968,1842,37I
2969,1843,37I
2970,1844,37I
2971,1845,37I
2972,1846,0EX
2973,1846,67K
2974,1847,0EX
2975,1847,67K
2976,1848,68Y
2977,1849,68Y
2978,1850,0EX
2979,1850,67K
2980,1850,DF2I
2981,1851,0EX
2982,1851,67K
2983,1851,DF2I
2984,1852,0EX
2985,1852,67K
2986,1852,DF2I
2987,1853,0EX
2988,1853,67K
2989,1853,DF2I
2990,1854,0EX
2991,1854,67K
2992,1854,DF2I
2993,1855,0EX
2994,1855,67K
2995,1855,DF2I
2996,1856,0EX
2997,1856,67K
2998,1856,DF2I
2999,1857,0FL
3000,1857,58I
3001,1858,0FL
3002,1858,58I
3003,1859,0FL
3004,1859,58I
3005,1860,0FL
3006,1860,58I
3007,1861,0FL
3008,1861,58I
3009,1862,0FL
3010,1862,58I
3011,1863,0FL
3012,1863,58I
3013,1864,0FL
3014,1864,58I
3015,1865,0FL
3016,1865,58I
3017,1866,0FL
3018,1866,58I
3019,1867,0FL
3020,1867,58I
3021,1868,0FL
3022,1868,58I
3023,1869,0FL
3024,1869,58I
3025,1870,0FL
3026,1870,58I
3027,1871,0FL
3028,1871,58I
3029,1872,0FL
3030,1872,58I
3031,1873,0FL
3032,1873,58I
3033,1874,58I
3034,1875,58I
3035,1876,40J
3036,1876,Unknown1
3037,1877,40J
3038,1877,Unknown1
3039,1878,40J
3040,1878,Unknown1
3041,1879,40J
3042,1880,40J
3043,1881,40J
3044,1882,40J
3045,1882,Unknown1
3046,1883,37I
3047,1884,37I
3048,1885,37I
3049,1886,37I
3050,1887,37I
3051,1888,37I
3052,1889,37I
3053,1890,37I
3054,1891,37I
3055,1892,37I
3056,1893,37I
3057,1894,37I
3058,1895,37I
3059,1896,37I
3060,1897,0EX
3061,1897,DF2I
3062,1898,0EX
3063,1898,DF2I
3064,1899,0EX
3065,1899,DF2I
3066,1900,0EX
3067,1900,67K
3068,1900,DF2I
3069,1901,0EX
3070,1901,67K
3071,1901,DF2I
3072,1902,0EX
3073,1902,67K
3074,1902,DF2I
3075,1903,0EX
3076,1903,67K
3077,1903,DF2I
3078,1904,DF2I
3079,1905,DF2I
3080,1906,DF2I
3081,1907,0EX
3082,1907,DF2I
3083,1908,0EX
3084,1908,DF2I
3085,1909,0EX
3086,1909,DF2I
3087,1910,0EX
3088,1911,0EX
3089,1911,67K
3090,1911,DF2I
3091,1912,0EX
3092,1912,67K
3093,1912,DF2I
3094,1913,0EX
3095,1913,67K
3096,1913,DF2I
3097,1914,0EX
3098,1914,67K
3099,1914,DF2I
3100,1915,0EX
3101,1915,67K
3102,1915,DF2I
3103,1916,0EX
3104,1916,67K
3105,1916,DF2I
3106,1917,0EX
3107,1917,DF2I
3108,1918,0EX
3109,1918,DF2I
3110,1919,0EX
3111,1919,67K
3112,1919,DF2I
3113,1920,0EX
3114,1920,67K
3115,1920,DF2I
3116,1921,0EX
3117,1921,DF2I
3118,1922,0EX
3119,1922,DF2I
3120,1923,68Y
3121,1924,68Y
3122,1925,68Y
3123,1926,68Y
3124,1927,68Y
3125,1928,68Y
3126,1929,37I
3127,1930,37I
3128,1931,37I
3129,1932,37I
3130,1933,37I
3131,1934,37I
3132,1935,37I
3133,1936,37I
3134,1937,37I
3135,1937,DF2I
3136,1938,37I
3137,1938,DF2I
3138,1939,37I
3139,1939,DF2I
3140,1940,37I
3141,1940,DF2I
3142,1941,37I
3143,1941,DF2I
3144,1942,37I
3145,1942,DF2I
3146,1943,37I
3147,1944,37I
3148,1945,37I
3149,1946,37I
3150,1947,37I
3151,1948,37I
3152,1949,37I
3153,1950,37I
3154,1951,58I
3155,1952,58I
3156,1953,58I
3157,1954,58I
3158,1955,58I
3159,1956,58I
3160,1957,37I
3161,1957,58I
3162,1958,37I
3163,1958,58I
3164,1959,37I
3165,1959,58I
3166,1960,37I
3167,1960,58I
3168,1961,37I
3169,1961,58I
3170,1962,37I
3171,1962,58I
3172,1963,37I
3173,1963,58I
3174,1964,37I
3175,1964,58I
3176,1965,37I
3177,1966,37I
3178,1967,37I
3179,1968,0EX
3180,1968,67K
3181,1968,DF2I
3182,1969,0EX
3183,1969,67K
3184,1969,DF2I
3185,1970,0EX
3186,1970,67K
3187,1970,DF2I
3188,1971,0EX
3189,1971,67K
3190,1971,DF2I
3191,1972,0EX
3192,1972,67K
3193,1972,DF2I
3194,1973,0EX
3195,1973,67K
3196,1973,DF2I
3197,1974,0EX
3198,1974,67K
3199,1974,DF2I
3200,1975,0EX
3201,1976,0EX
3202,1976,67K
3203,1977,0FL
3204,1978,0FL
3205,1979,0EX
3206,1979,67K
