file_name,bndbox_name,coordinates
20220621_SD02_7272.JPG,58I Face,"(0.607692, 0.11251799999999999, 0.834615, 0.435645)"
20220621_SD02_7272.JPG,58I Body,"(0.390385, 0.109633, 0.836538, 1.0)"
20220621_SD02_7272.JPG,26J Face,"(0.23846199999999998, 0.08078199999999999, 0.409615, 0.395254)"
20220621_SD02_7272.JPG,26J Body,"(0.23269199999999998, 0.075012, 0.517308, 0.8597500000000001)"
20220621_SD02_7273.JPG,58I Body,"(0.37884599999999996, 0.144253, 0.834615, 1.0)"
20220621_SD02_7273.JPG,26J Face,"(0.298077, 0.051931, 0.476923, 0.34620799999999996)"
20220621_SD02_7273.JPG,26J Body,"(0.259615, 0.043275999999999995, 0.519231, 0.8857149999999999)"
20220621_SD02_7273.JPG,58I Face,"(0.628846, 0.147138, 0.834615, 0.461611)"
20220621_SD02_7275.JPG,26J Body,"(0.059614999999999994, 0.243529, 0.38076899999999997, 0.840815)"
20220621_SD02_7275.JPG,26J Face,"(0.20576899999999998, 0.25121899999999997, 0.38076899999999997, 0.457578)"
20220621_SD02_7275.JPG,58I Face,"(0.526923, 0.29223499999999997, 0.7134619999999999, 0.5203829999999999)"
20220621_SD02_7275.JPG,58I Body,"(0.461538, 0.288389, 1.0, 0.904902)"
20220621_SD02_7276.JPG,26J Body,"(0.0, 0.187133, 0.126923, 0.710079)"
20220621_SD02_7276.JPG,26J Face,"(0.0, 0.185851, 0.144231, 0.361448)"
20220621_SD02_7276.JPG,58I Face,"(0.292308, 0.19097799999999998, 0.5480769999999999, 0.417844)"
20220621_SD02_7276.JPG,58I Body,"(0.251923, 0.188414, 0.775, 0.779292)"
20220621_SD02_7277.JPG,58I Face,"(0.41153799999999996, 0.260191, 0.725, 0.447324)"
20220621_SD02_7277.JPG,58I Body,"(0.413462, 0.265318, 1.0, 0.856196)"
20220621_SD02_7277.JPG,26J Face,"(0.225, 0.289671, 0.446154, 0.48833899999999997)"
20220621_SD02_7277.JPG,26J Body,"(0.11923099999999999, 0.28582599999999997, 0.45192299999999996, 0.8023629999999999)"
20220621_SD02_7278.JPG,58I Body,"(0.538462, 0.12117299999999999, 0.85, 0.989578)"
20220621_SD02_7278.JPG,58I Face,"(0.6000000000000001, 0.135598, 0.767308, 0.45584)"
20220621_SD02_7278.JPG,26J Body,"(0.051923, 0.22215000000000001, 0.496154, 0.879945)"
20220621_SD02_7278.JPG,26J Face,"(0.182692, 0.25677099999999997, 0.338462, 0.510657)"
20220621_SD02_7279.JPG,58I Face,"(0.48653799999999997, 0.190414, 0.642308, 0.510657)"
20220621_SD02_7279.JPG,58I Body,"(0.442308, 0.187529, 0.734615, 1.0)"
20220621_SD02_7279.JPG,26J Face,"(0.184615, 0.135598, 0.34615399999999996, 0.41833499999999996)"
20220621_SD02_7279.JPG,26J Body,"(0.0, 0.138483, 0.394231, 1.0)"
20220621_SD02_7280.JPG,58I Body,"(0.47500000000000003, 0.17310399999999998, 0.773077, 1.0)"
20220621_SD02_7280.JPG,26J Face,"(0.053846, 0.11828799999999999, 0.225, 0.39813899999999997)"
20220621_SD02_7280.JPG,26J Body,"(0.0, 0.11540299999999999, 0.425, 0.8828300000000001)"
20220621_SD02_7280.JPG,58I Face,"(0.526923, 0.17021899999999998, 0.6576919999999999, 0.47603599999999996)"
20220621_SD02_7281.JPG,26J Face,"(0.717308, 0.42699000000000004, 0.9192309999999999, 0.712611)"
20220621_SD02_7281.JPG,26J Body,"(0.513462, 0.040390999999999996, 1.0, 1.0)"
20220621_SD02_7281.JPG,58I Face,"(0.421154, 0.12405799999999999, 0.609615, 0.452955)"
20220621_SD02_7281.JPG,58I Body,"(0.37884599999999996, 0.11540299999999999, 0.684615, 1.0)"
20220621_SD02_7282.JPG,0FL Body,"(0.051923, 0.24609199999999998, 0.990385, 0.8818309999999999)"
20220621_SD02_7282.JPG,0FL Face,"(0.340385, 0.24609199999999998, 0.6576919999999999, 0.47808599999999996)"
20220621_SD02_7283.JPG,0FL Face,"(0.338462, 0.21917599999999998, 0.640385, 0.448606)"
20220621_SD02_7283.JPG,0FL Body,"(0.065385, 0.21276699999999998, 0.9865379999999999, 0.834407)"
20220621_SD02_7284.JPG,0FL Face,"(0.459615, 0.109633, 0.6557689999999999, 0.45872599999999997)"
20220621_SD02_7284.JPG,0FL Body,"(0.24615399999999998, 0.106747, 0.8192309999999999, 0.997115)"
20220621_SD02_7285.JPG,0FL Face,"(0.521154, 0.106747, 0.7365379999999999, 0.45584)"
20220621_SD02_7285.JPG,0FL Body,"(0.276923, 0.040390999999999996, 0.913462, 1.0)"
20220621_SD02_7286.JPG,0FL Body,"(0.061537999999999995, 0.0, 0.688462, 0.8597500000000001)"
20220621_SD02_7286.JPG,Toy-Kong,"(0.8615379999999999, 0.617404, 0.988462, 0.802048)"
20220621_SD02_7286.JPG,0FL Face,"(0.351923, 0.014424999999999999, 0.578846, 0.34620799999999996)"
20220621_SD02_7287.JPG,0FL Face,"(0.351923, 0.252501, 0.684615, 0.48833899999999997)"
20220621_SD02_7287.JPG,0FL Body,"(0.11923099999999999, 0.248656, 1.0, 0.8690129999999999)"
20220621_SD02_7288.JPG,0FL Face,"(0.39807699999999996, 0.352476, 0.601923, 0.49859299999999995)"
20220621_SD02_7288.JPG,0FL Body,"(0.196154, 0.349912, 0.8153849999999999, 0.765193)"
20220621_SD02_7288.JPG,Toy-Kong,"(0.957692, 0.6447109999999999, 1.0, 0.722896)"
20220621_SD02_7289.JPG,0FL Face,"(0.425, 0.365293, 0.669231, 0.535763)"
20220621_SD02_7289.JPG,0FL Body,"(0.182692, 0.349912, 0.9076919999999999, 0.8087719999999999)"
20220621_SD02_7290.JPG,0FL Face,"(0.43269199999999997, 0.40502699999999997, 0.663462, 0.5767789999999999)"
20220621_SD02_7290.JPG,0FL Body,"(0.198077, 0.38708299999999995, 0.915385, 0.843379)"
20220621_SD02_7291.JPG,0FL Body,"(0.207692, 0.349912, 0.730769, 0.8305619999999999)"
20220621_SD02_7291.JPG,0FL Face,"(0.273077, 0.352476, 0.48461499999999996, 0.5152559999999999)"
20220621_SD02_7292.JPG,OEX Face,"(0.36538499999999996, 0.253783, 0.753846, 0.492185)"
20220621_SD02_7292.JPG,OEX Body,"(0.08653799999999999, 0.253783, 0.836538, 0.963862)"
20220621_SD02_7292.JPG,68Y Face,"(0.513462, 0.10382000000000001, 0.7942309999999999, 0.329405)"
20220621_SD02_7292.JPG,68Y Body,"(0.211538, 0.09869299999999999, 0.7942309999999999, 0.7677569999999999)"
20220621_SD02_7292.JPG,67K Body,"(0.115385, 0.5754969999999999, 0.686538, 1.0)"
20220621_SD02_7292.JPG,67K Face,"(0.188462, 0.5754969999999999, 0.448077, 0.731868)"
20220621_SD02_7293.JPG,OEX Body,"(0.075, 0.338377, 0.8596149999999999, 0.974115)"
20220621_SD02_7293.JPG,68Y Body,"(0.176923, 0.132018, 0.830769, 0.5408900000000001)"
20220621_SD02_7293.JPG,68Y Face,"(0.525, 0.132018, 0.826923, 0.360166)"
20220621_SD02_7293.JPG,OEX Face,"(0.351923, 0.344786, 0.744231, 0.6267659999999999)"
20220621_SD02_7293.JPG,67K Body,"(0.103846, 0.5767789999999999, 0.7365379999999999, 1.0)"
20220621_SD02_7293.JPG,67K Face,"(0.196154, 0.5767789999999999, 0.45384599999999997, 0.7523759999999999)"
20220621_SD02_7294.JPG,68Y Face,"(0.544231, 0.038452, 0.836538, 0.29736199999999996)"
20220621_SD02_7294.JPG,68Y Body,"(0.17500000000000002, 0.042297, 0.828846, 0.447324)"
20220621_SD02_7294.JPG,OEX Face,"(0.344231, 0.31274199999999996, 0.7576919999999999, 0.5729339999999999)"
20220621_SD02_7294.JPG,OEX Body,"(0.090385, 0.23968399999999998, 0.890385, 0.8767039999999999)"
20220621_SD02_7294.JPG,67K Face,"(0.209615, 0.49603, 0.47500000000000003, 0.652401)"
20220621_SD02_7294.JPG,67K Body,"(0.111538, 0.492185, 0.686538, 1.0)"
20220621_SD02_7295.JPG,68Y Body,"(0.126923, 0.061522999999999994, 0.809615, 0.5203829999999999)"
20220621_SD02_7295.JPG,68Y Face,"(0.507692, 0.06665, 0.803846, 0.29223499999999997)"
20220621_SD02_7295.JPG,OEX Body,"(0.094231, 0.275572, 0.8788459999999999, 0.897212)"
20220621_SD02_7295.JPG,67K Body,"(0.113462, 0.522946, 0.7596149999999999, 1.0)"
20220621_SD02_7295.JPG,67K Face,"(0.196154, 0.5191009999999999, 0.455769, 0.6895709999999999)"
20220621_SD02_7295.JPG,OEX Face,"(0.41730799999999996, 0.275572, 0.7942309999999999, 0.5626800000000001)"
20220621_SD02_7296.JPG,OEX Body,"(0.126923, 0.210204, 0.932692, 0.844661)"
20220621_SD02_7296.JPG,68Y Face,"(0.559615, 0.030761999999999998, 0.8596149999999999, 0.280699)"
20220621_SD02_7296.JPG,68Y Body,"(0.18076899999999999, 0.032042999999999995, 0.853846, 0.457578)"
20220621_SD02_7296.JPG,67K Face,"(0.280769, 0.47295899999999996, 0.540385, 0.648556)"
20220621_SD02_7296.JPG,67K Body,"(0.16730799999999998, 0.47167699999999996, 0.784615, 1.0)"
20220621_SD02_7296.JPG,OEX Face,"(0.36153799999999997, 0.310179, 0.7596149999999999, 0.553708)"
20220621_SD02_7297.JPG,68Y Body,"(0.198077, 0.119201, 0.894231, 0.542172)"
20220621_SD02_7297.JPG,68Y Face,"(0.5884619999999999, 0.119201, 0.8865379999999999, 0.366575)"
20220621_SD02_7297.JPG,67K Body,"(0.178846, 0.5767789999999999, 0.803846, 1.0)"
20220621_SD02_7297.JPG,67K Face,"(0.323077, 0.5780609999999999, 0.580769, 0.7472489999999999)"
20220621_SD02_7297.JPG,OEX Face,"(0.273077, 0.379392, 0.6557689999999999, 0.640865)"
20220621_SD02_7297.JPG,OEX Body,"(0.142308, 0.305052, 0.961538, 0.957453)"
20220621_SD02_7298.JPG,67K Body,"(0.126923, 0.420408, 0.784615, 1.0)"
20220621_SD02_7298.JPG,OEX Body,"(0.071154, 0.17816099999999999, 0.857692, 0.794673)"
20220621_SD02_7298.JPG,67K Face,"(0.190385, 0.41528099999999996, 0.461538, 0.5754969999999999)"
20220621_SD02_7298.JPG,68Y Body,"(0.090385, 0.0, 0.723077, 0.417844)"
20220621_SD02_7298.JPG,68Y Face,"(0.384615, 0.0, 0.667308, 0.216612)"
20220621_SD02_7298.JPG,OEX Face,"(0.34807699999999997, 0.201232, 0.711538, 0.481931)"
20220621_SD02_7299.JPG,37I Body,"(0.476923, 0.21638000000000002, 0.7596149999999999, 0.7818529999999999)"
20220621_SD02_7299.JPG,37I Face,"(0.48461499999999996, 0.22792, 0.582692, 0.43853000000000003)"
20220621_SD02_7299.JPG,09X Face,"(0.382692, 0.516427, 0.553846, 0.802048)"
20220621_SD02_7299.JPG,09X Body,"(0.282692, 0.337553, 0.559615, 0.807819)"
20220621_SD02_7300.JPG,37I Face,"(0.5519229999999999, 0.300047, 0.642308, 0.5135419999999999)"
20220621_SD02_7300.JPG,37I Body,"(0.5307689999999999, 0.291392, 0.8250000000000001, 0.845324)"
20220621_SD02_7300.JPG,09X Face,"(0.396154, 0.608749, 0.5711539999999999, 0.8395539999999999)"
20220621_SD02_7300.JPG,09X Body,"(0.355769, 0.406794, 0.623077, 0.848209)"
20220621_SD02_7301.JPG,09X Face,"(0.413462, 0.473151, 0.5750000000000001, 0.732807)"
20220621_SD02_7301.JPG,09X Body,"(0.309615, 0.38659899999999997, 0.5711539999999999, 0.845324)"
20220621_SD02_7301.JPG,37I Face,"(0.5096149999999999, 0.276966, 0.613462, 0.484691)"
20220621_SD02_7301.JPG,37I Body,"(0.513462, 0.27985099999999996, 0.7826919999999999, 0.833784)"
20220621_SD02_7303.JPG,58I Face,"(0.23846199999999998, 0.124328, 0.611538, 0.38067399999999996)"
20220621_SD02_7303.JPG,58I Body,"(0.21320599999999998, 0.12304599999999999, 1.0, 0.9484809999999999)"
20220621_SD02_7303.JPG,Toy-Kong,"(0.0, 0.276854, 0.111538, 0.34606699999999996)"
20220621_SD02_7303.JPG,Toy-Dental Star,"(0.111538, 0.17047, 0.282692, 0.252501)"
20220621_SD02_7303.JPG,Unknown Body,"(0.7516339999999999, 0.0, 1.0, 0.193125)"
20220621_SD02_7311.JPG,58I Face,"(0.303846, 0.372984, 0.463462, 0.487058)"
20220621_SD02_7311.JPG,58I Body,"(0.261538, 0.37042, 0.8888889999999999, 0.734432)"
20220621_SD02_7312.JPG,58I Body,"(0.265385, 0.291894, 1.0, 0.7494719999999999)"
20220621_SD02_7312.JPG,58I Face,"(0.271154, 0.29608, 0.48269199999999995, 0.430662)"
20220621_SD02_7319.JPG,40J Body,"(0.06346199999999999, 0.335813, 0.375, 0.710079)"
20220621_SD02_7319.JPG,40J Face,"(0.234615, 0.334532, 0.371154, 0.419126)"
20220621_SD02_7319.JPG,0FL Face,"(0.48269199999999995, 0.2666, 0.6923079999999999, 0.420408)"
20220621_SD02_7319.JPG,0FL Body,"(0.24423099999999998, 0.267882, 0.707692, 0.722896)"
20220621_SD02_7320.JPG,40J Face,"(0.39807699999999996, 0.1333, 0.542308, 0.21789399999999998)"
20220621_SD02_7320.JPG,40J Body,"(0.35961499999999996, 0.132018, 0.565385, 0.413999)"
20220621_SD02_7320.JPG,0FL Face,"(0.39807699999999996, 0.34863099999999997, 0.628846, 0.505002)"
20220621_SD02_7320.JPG,0FL Body,"(0.190385, 0.34863099999999997, 0.646154, 0.8087719999999999)"
20220621_SD02_7321.JPG,40J Face,"(0.5326919999999999, 0.524228, 0.644231, 0.625485)"
20220621_SD02_7321.JPG,0FL Face,"(0.090385, 0.372984, 0.276923, 0.521664)"
20220621_SD02_7321.JPG,0FL Body,"(0.084615, 0.37042, 0.476923, 0.847224)"
20220621_SD02_7321.JPG,40J Body,"(0.386538, 0.34734899999999996, 0.646154, 0.6280479999999999)"
20220621_SD02_7323.JPG,Toy-Grenade,"(0.15961499999999998, 0.448606, 0.298077, 0.606259)"
20220621_SD02_7323.JPG,40J Face,"(0.409615, 0.215331, 0.665385, 0.37426499999999996)"
20220621_SD02_7323.JPG,40J Body,"(0.201923, 0.216612, 0.9384619999999999, 0.716487)"
20220621_SD02_7324.JPG,40J Body,"(0.15384599999999998, 0.29608, 0.9461539999999999, 0.8126169999999999)"
20220621_SD02_7324.JPG,Toy-Grenade,"(0.125, 0.5139739999999999, 0.273077, 0.680599)"
20220621_SD02_7324.JPG,40J Face,"(0.332692, 0.29608, 0.573077, 0.46014099999999997)"
20220621_SD02_7325.JPG,58I Face,"(0.607692, 0.475522, 0.830769, 0.656246)"
20220621_SD02_7325.JPG,58I Body,"(0.321154, 0.475522, 0.834615, 0.9215639999999999)"
20220621_SD02_7325.JPG,37I Face,"(0.323077, 0.37042, 0.592308, 0.548581)"
20220621_SD02_7325.JPG,37I Body,"(0.148077, 0.281981, 0.592308, 1.0)"
20220621_SD02_7326.JPG,37I Body,"(0.15, 0.28582599999999997, 0.538462, 1.0)"
20220621_SD02_7326.JPG,37I Face,"(0.209615, 0.28582599999999997, 0.47500000000000003, 0.463987)"
20220621_SD02_7326.JPG,58I Face,"(0.646154, 0.40374499999999997, 0.846154, 0.588314)"
20220621_SD02_7326.JPG,58I Body,"(0.31346199999999996, 0.40887199999999996, 0.85, 0.853633)"
20220621_SD02_7327.JPG,37I Face,"(0.23846199999999998, 0.25762799999999997, 0.507692, 0.43194299999999997)"
20220621_SD02_7327.JPG,37I Body,"(0.176923, 0.25634599999999996, 0.5673079999999999, 0.9331)"
20220621_SD02_7327.JPG,58I Face,"(0.678846, 0.32556, 0.888462, 0.5101289999999999)"
20220621_SD02_7327.JPG,58I Body,"(0.215385, 0.328123, 0.8807689999999999, 0.8305619999999999)"
20220621_SD02_7328.JPG,37I Body,"(0.130769, 0.310179, 0.5, 0.980524)"
20220621_SD02_7328.JPG,58I Face,"(0.648077, 0.317869, 0.830769, 0.501157)"
20220621_SD02_7328.JPG,58I Body,"(0.198077, 0.317869, 0.828846, 0.910029)"
20220621_SD02_7328.JPG,37I Face,"(0.176923, 0.30761499999999997, 0.467308, 0.490903)"
20220621_SD02_7329.JPG,37I Face,"(0.201923, 0.30761499999999997, 0.457692, 0.480649)"
20220621_SD02_7329.JPG,37I Body,"(0.138462, 0.302488, 0.507692, 1.0)"
20220621_SD02_7329.JPG,58I Face,"(0.688462, 0.321714, 0.9076919999999999, 0.5203829999999999)"
20220621_SD02_7329.JPG,58I Body,"(0.336538, 0.328123, 0.9057689999999999, 0.87414)"
20220621_SD02_7330.JPG,58I Body,"(0.271154, 0.311461, 0.836538, 0.8959300000000001)"
20220621_SD02_7330.JPG,37I Face,"(0.15384599999999998, 0.24096499999999998, 0.44038499999999997, 0.440915)"
20220621_SD02_7330.JPG,58I Face,"(0.623077, 0.31402399999999997, 0.8384619999999999, 0.5191009999999999)"
20220621_SD02_7330.JPG,37I Body,"(0.069231, 0.244811, 0.442308, 0.9433539999999999)"
20220621_SD02_7331.JPG,58I Body,"(0.280769, 0.326841, 0.873077, 0.954889)"
20220621_SD02_7331.JPG,58I Face,"(0.646154, 0.326841, 0.8807689999999999, 0.517819)"
20220621_SD02_7331.JPG,37I Body,"(0.07692299999999999, 0.208922, 0.480769, 0.945917)"
20220621_SD02_7331.JPG,37I Face,"(0.144231, 0.21276699999999998, 0.423077, 0.40502699999999997)"
20220621_SD02_7332.JPG,58I Face,"(0.648077, 0.334532, 0.876923, 0.5191009999999999)"
20220621_SD02_7332.JPG,58I Body,"(0.269231, 0.329405, 0.875, 0.957453)"
20220621_SD02_7332.JPG,37I Face,"(0.188462, 0.235838, 0.43846199999999996, 0.424253)"
20220621_SD02_7332.JPG,37I Body,"(0.125, 0.234557, 0.498077, 0.9471989999999999)"
20220621_SD02_7333.JPG,37I Face,"(0.284615, 0.213495, 0.459615, 0.496231)"
20220621_SD02_7333.JPG,37I Body,"(0.211538, 0.213495, 0.505769, 1.0)"
20220621_SD02_7333.JPG,58I Face,"(0.601923, 0.377944, 0.734615, 0.646255)"
20220621_SD02_7333.JPG,58I Body,"(0.382692, 0.383714, 0.728846, 1.0)"
20220621_SD02_7334.JPG,Unknown Body,"(0.030768999999999998, 0.0, 0.284615, 0.6664500000000001)"
20220621_SD02_7334.JPG,Unknown Face,"(0.090385, 0.0, 0.132692, 0.20484000000000002)"
20220621_SD02_7334.JPG,37I Body,"(0.198077, 0.11828799999999999, 0.45384599999999997, 1.0)"
20220621_SD02_7334.JPG,58I Body,"(0.288462, 0.32024199999999997, 0.701923, 1.0)"
20220621_SD02_7334.JPG,58I Face,"(0.565385, 0.323127, 0.7000000000000001, 0.571243)"
20220621_SD02_7334.JPG,37I Face,"(0.278846, 0.129828, 0.463462, 0.39236899999999997)"
20220621_SD02_7335.JPG,37I Face,"(0.557692, 0.39813899999999997, 0.705769, 0.63183)"
20220621_SD02_7335.JPG,37I Body,"(0.325, 0.158679, 0.7807689999999999, 0.960727)"
20220621_SD02_7336.JPG,37I Body,"(0.261538, 0.155794, 0.728846, 0.937647)"
20220621_SD02_7336.JPG,37I Face,"(0.561538, 0.38659899999999997, 0.709615, 0.617404)"
20220621_SD02_7337.JPG,37I Body,"(0.413462, 0.187529, 0.844231, 0.879945)"
20220621_SD02_7337.JPG,37I Face,"(0.563462, 0.20484000000000002, 0.7000000000000001, 0.429875)"
20220621_SD02_7338.JPG,37I Face,"(0.536538, 0.337553, 0.684615, 0.539507)"
20220621_SD02_7338.JPG,37I Body,"(0.4, 0.291392, 0.826923, 0.8741749999999999)"
20220621_SD02_7339.JPG,Toy-Kong,"(0.47307699999999997, 0.298643, 0.596154, 0.38708299999999995)"
20220621_SD02_7339.JPG,Toy-Grenade,"(0.513462, 0.430662, 0.642308, 0.5024379999999999)"
20220621_SD02_7339.JPG,40J Face,"(0.309615, 0.26403699999999997, 0.478846, 0.385801)"
20220621_SD02_7339.JPG,40J Body,"(0.248077, 0.2666, 0.751923, 0.681881)"
20220621_SD02_7340.JPG,Toy-Kong,"(0.455769, 0.349912, 0.5519229999999999, 0.434507)"
20220621_SD02_7340.JPG,Toy-Grenade,"(0.5307689999999999, 0.434507, 0.625, 0.476804)"
20220621_SD02_7340.JPG,40J Face,"(0.319231, 0.315306, 0.5, 0.43578799999999995)"
20220621_SD02_7340.JPG,40J Body,"(0.242308, 0.31274199999999996, 0.726923, 0.662655)"
20220621_SD02_7341.JPG,Toy-Grenade,"(0.553846, 0.412564, 0.628846, 0.510657)"
20220621_SD02_7341.JPG,Toy-Kong,"(0.5, 0.27985099999999996, 0.576923, 0.38659899999999997)"
20220621_SD02_7341.JPG,40J Face,"(0.41730799999999996, 0.187529, 0.536538, 0.366403)"
20220621_SD02_7341.JPG,40J Body,"(0.332692, 0.187529, 0.6346149999999999, 0.758772)"
20220621_SD02_7342.JPG,Toy-Grenade,"(0.580769, 0.42122000000000004, 0.6519229999999999, 0.5135419999999999)"
20220621_SD02_7342.JPG,40J Face,"(0.384615, 0.219265, 0.515385, 0.395254)"
20220621_SD02_7342.JPG,40J Body,"(0.332692, 0.219265, 0.663462, 0.7818529999999999)"
20220621_SD02_7342.JPG,Toy-Kong,"(0.465385, 0.323127, 0.534615, 0.412564)"
20220621_SD02_7343.JPG,40J Face,"(0.36153799999999997, 0.265426, 0.478846, 0.44430000000000003)"
20220621_SD02_7343.JPG,40J Body,"(0.35000000000000003, 0.265426, 0.680769, 0.810704)"
20220621_SD02_7343.JPG,Toy-Grenade,"(0.594231, 0.46449599999999996, 0.6711539999999999, 0.565473)"
20220621_SD02_7343.JPG,Toy-Kong,"(0.47307699999999997, 0.33466799999999997, 0.534615, 0.44430000000000003)"
20220621_SD02_7344.JPG,40J Body,"(0.36730799999999997, 0.23369, 0.680769, 0.755887)"
20220621_SD02_7344.JPG,Toy-Kong,"(0.521154, 0.377944, 0.594231, 0.49334599999999995)"
20220621_SD02_7344.JPG,40J Face,"(0.47115399999999996, 0.23369, 0.580769, 0.40967899999999996)"
20220621_SD02_7345.JPG,Toy-Grenade,"(0.55, 0.41833499999999996, 0.617308, 0.539507)"
20220621_SD02_7345.JPG,40J Face,"(0.415385, 0.196185, 0.521154, 0.349093)"
20220621_SD02_7345.JPG,40J Body,"(0.338462, 0.184644, 0.646154, 0.758772)"
20220621_SD02_7346.JPG,40J Face,"(0.269231, 0.23080499999999998, 0.344231, 0.360633)"
20220621_SD02_7346.JPG,40J Body,"(0.267308, 0.23080499999999998, 0.638462, 0.588554)"
20220621_SD02_7347.JPG,26J Face,"(0.132692, 0.084594, 0.376923, 0.248656)"
20220621_SD02_7347.JPG,26J Body,"(0.057692, 0.084594, 0.6730769999999999, 1.0)"
20220621_SD02_7351.JPG,26J Face,"(0.425, 0.101257, 0.609615, 0.242247)"
20220621_SD02_7351.JPG,26J Body,"(0.0, 0.099975, 0.617308, 0.724178)"
20220621_SD02_7352.JPG,68Y Body,"(0.144231, 0.23327499999999998, 0.661538, 1.0)"
20220621_SD02_7352.JPG,68Y Face,"(0.426923, 0.235838, 0.661538, 0.440915)"
20220621_SD02_7352.JPG,26J Face,"(0.5519229999999999, 0.378111, 0.7769229999999999, 0.5101289999999999)"
20220621_SD02_7352.JPG,26J Body,"(0.455769, 0.378111, 0.853846, 1.0)"
20220621_SD02_7353.JPG,68Y Face,"(0.611538, 0.139709, 0.865385, 0.338377)"
20220621_SD02_7353.JPG,68Y Body,"(0.36538499999999996, 0.14227199999999998, 1.0, 0.7510939999999999)"
20220621_SD02_7353.JPG,26J Face,"(0.594231, 0.34863099999999997, 0.7788459999999999, 0.43835199999999996)"
20220621_SD02_7353.JPG,26J Body,"(0.45384599999999997, 0.34606699999999996, 0.871154, 0.8305619999999999)"
20220621_SD02_7354.JPG,Unknown Face,"(0.9230769999999999, 0.322996, 1.0, 0.42938000000000004)"
20220621_SD02_7354.JPG,Unknown Body,"(0.9038459999999999, 0.32556, 1.0, 0.724178)"
20220621_SD02_7354.JPG,68Y Body,"(0.228846, 0.08203099999999999, 0.9, 0.778011)"
20220621_SD02_7354.JPG,68Y Face,"(0.480769, 0.07818599999999999, 0.767308, 0.293516)"
20220621_SD02_7354.JPG,26J Body,"(0.351923, 0.32556, 0.803846, 0.798518)"
20220621_SD02_7354.JPG,26J Face,"(0.41923099999999996, 0.331968, 0.665385, 0.46783199999999997)"
20220621_SD02_7355.JPG,Unknown Face,"(0.909615, 0.326841, 1.0, 0.462705)"
20220621_SD02_7355.JPG,Unknown Body,"(0.8788459999999999, 0.32043299999999997, 1.0, 0.760066)"
20220621_SD02_7355.JPG,26J Face,"(0.409615, 0.34863099999999997, 0.623077, 0.483212)"
20220621_SD02_7355.JPG,26J Body,"(0.311538, 0.34863099999999997, 0.7788459999999999, 0.811336)"
20220621_SD02_7355.JPG,68Y Face,"(0.501923, 0.126891, 0.7826919999999999, 0.34222199999999997)"
20220621_SD02_7355.JPG,68Y Body,"(0.215385, 0.129455, 0.8826919999999999, 0.779292)"
20220621_SD02_7356.JPG,Toy-Kong,"(0.957692, 0.663565, 1.0, 0.776083)"
20220621_SD02_7356.JPG,Toy-Dental Star,"(0.682692, 0.689531, 0.8019229999999999, 0.8395539999999999)"
20220621_SD02_7356.JPG,0FL Body,"(0.459615, 0.24523099999999998, 0.748077, 0.7731979999999999)"
20220621_SD02_7356.JPG,0FL Face,"(0.463462, 0.24523099999999998, 0.578846, 0.43276000000000003)"
20220621_SD02_7357.JPG,Toy-Kong,"(0.913462, 0.6924159999999999, 0.982692, 0.793393)"
20220621_SD02_7357.JPG,Toy-Dental Star,"(0.628846, 0.712611, 0.7596149999999999, 0.8597500000000001)"
20220621_SD02_7357.JPG,0FL Face,"(0.467308, 0.24523099999999998, 0.582692, 0.447185)"
20220621_SD02_7357.JPG,0FL Body,"(0.41153799999999996, 0.23946099999999998, 0.728846, 0.799163)"
20220621_SD02_7358.JPG,0FL Face,"(0.48653799999999997, 0.40502699999999997, 0.669231, 0.5203829999999999)"
20220621_SD02_7358.JPG,0FL Body,"(0.48461499999999996, 0.388364, 0.8403849999999999, 0.724178)"
20220621_SD02_7358.JPG,Toy-Dental Star,"(0.721154, 0.665218, 0.898077, 0.7562209999999999)"
20220621_SD02_7359.JPG,0FL Body,"(0.332692, 0.37682899999999997, 0.8384619999999999, 0.7254600000000001)"
20220621_SD02_7359.JPG,0FL Face,"(0.48653799999999997, 0.406309, 0.661538, 0.522946)"
20220621_SD02_7359.JPG,Toy-Dental Star,"(0.734615, 0.647274, 0.9192309999999999, 0.7459669999999999)"
20220621_SD02_7360.JPG,Toy-Dental Star,"(0.659615, 0.7501169999999999, 0.7788459999999999, 0.8943709999999999)"
20220621_SD02_7360.JPG,Toy-Kong,"(0.9423079999999999, 0.753002, 1.0, 0.8626349999999999)"
20220621_SD02_7360.JPG,0FL Face,"(0.555769, 0.331783, 0.669231, 0.510657)"
20220621_SD02_7360.JPG,0FL Body,"(0.425, 0.308702, 0.773077, 0.8164739999999999)"
20220621_SD02_7361.JPG,Toy-Dental Star,"(0.703846, 0.652025, 0.834615, 0.807819)"
20220621_SD02_7361.JPG,0FL Face,"(0.6000000000000001, 0.24234599999999998, 0.707692, 0.42699000000000004)"
20220621_SD02_7361.JPG,0FL Body,"(0.46923099999999995, 0.21638000000000002, 0.8173079999999999, 0.735692)"
20220621_SD02_7362.JPG,Toy-Kong,"(0.973077, 0.698186, 1.0, 0.790508)"
20220621_SD02_7362.JPG,Toy-Dental Star,"(0.684615, 0.695301, 0.8153849999999999, 0.8395539999999999)"
20220621_SD02_7362.JPG,0FL Body,"(0.45384599999999997, 0.25677099999999997, 0.803846, 0.767428)"
20220621_SD02_7362.JPG,0FL Face,"(0.582692, 0.271196, 0.688462, 0.45584)"
