jpg_id,monkey_name,coordinates,body_part
1222,7124,"(0.545976, 0.586742, 1.0, 1.0)",Body
1223,7124,"(0.057768, 0.103743, 0.8665269999999999, 0.7219249999999999)",Body
1223,7124,"(0.508683, 0.136898, 0.844061, 0.420321)",Face
1223,94B,"(0.187747, 0.390374, 0.532754, 0.6427809999999999)",Face
1223,94B,"(0.203794, 0.374332, 0.913063, 0.86738)",Body
1223,98K,"(0.300075, 0.592513, 0.486218, 0.691979)",Face
1223,98K,"(0.23749299999999998, 0.589305, 0.516707, 0.7935829999999999)",Body
1224,7124,"(0.356239, 0.171123, 0.739757, 0.424599)",Face
1224,7124,"(0.081839, 0.151872, 0.739757, 0.8085559999999999)",Body
1224,94B,"(0.12356000000000002, 0.46310199999999996, 0.409193, 0.698396)",Face
1224,94B,"(0.11393199999999999, 0.459893, 0.8922019999999999, 0.9529409999999999)",Body
1224,98K,"(0.216632, 0.6470589999999999, 0.426845, 0.767914)",Face
1224,98K,"(0.19416599999999998, 0.6427809999999999, 0.45091499999999995, 0.857754)",Body
1225,7124,"(0.195771, 0.208556, 0.508683, 0.47272699999999995)",Face
1225,7124,"(0.170096, 0.20107000000000003, 0.808758, 0.8898400000000001)",Body
1225,94B,"(0.328959, 0.43422499999999997, 1.0, 0.934759)",Body
1225,94B,"(0.328959, 0.43957199999999996, 0.621011, 0.686631)",Face
1225,98K,"(0.37549499999999997, 0.64492, 0.6579189999999999, 0.884492)",Body
1225,98K,"(0.409193, 0.6513369999999999, 0.611383, 0.767914)",Face
1226,7124,"(0.45893799999999996, 0.23957199999999998, 0.8119679999999999, 0.516578)",Face
1226,7124,"(0.178119, 0.214973, 0.808758, 0.9294119999999999)",Body
1226,94B,"(0.256749, 0.453476, 0.5792889999999999, 0.686631)",Face
1226,94B,"(0.248725, 0.44492000000000004, 0.9435509999999999, 0.9593579999999999)",Body
1226,98K,"(0.287238, 0.6887700000000001, 0.5279389999999999, 0.916578)",Body
1226,98K,"(0.28563299999999997, 0.683422, 0.515102, 0.807487)",Face
1227,7124,"(0.003209, 0.253476, 0.6402669999999999, 0.968984)",Body
1227,7124,"(0.271191, 0.263102, 0.646686, 0.552941)",Face
1227,94B,"(0.043325999999999996, 0.48984000000000005, 0.7750600000000001, 0.968984)",Body
1227,94B,"(0.04814, 0.495187, 0.372286, 0.743316)",Face
1227,98K,"(0.107514, 0.7240639999999999, 0.30168, 0.847059)",Face
1227,98K,"(0.088257, 0.7176469999999999, 0.33858699999999997, 0.9786100000000001)",Body
1228,7124,"(0.365867, 0.259893, 0.728524, 0.525134)",Face
1228,7124,"(0.028884, 0.24919799999999998, 0.739757, 0.887701)",Body
1228,94B,"(0.09949000000000001, 0.455615, 0.415612, 0.691979)",Face
1228,94B,"(0.09628099999999999, 0.44598899999999997, 0.887388, 0.934759)",Body
1228,98K,"(0.170096, 0.672727, 0.42042599999999997, 0.909091)",Body
1228,98K,"(0.179724, 0.677005, 0.407589, 0.8021389999999999)",Face
1229,69X,"(0.0, 0.21176499999999998, 1.0, 0.985027)",Body
1229,69X,"(0.34179699999999996, 0.212834, 0.728524, 0.518717)",Face
1230,69X,"(0.0016049999999999999, 0.25454499999999997, 0.959598, 0.994652)",Body
1230,69X,"(0.542382, 0.272727, 0.9082479999999999, 0.596791)",Face
1231,69X,"(0.32575000000000004, 0.145455, 0.786293, 0.413904)",Face
1231,69X,"(0.22144599999999998, 0.13262000000000002, 1.0, 0.925134)",Body
1232,69X,"(0.39531499999999997, 0.032948, 0.745242, 0.608441)",Face
1232,69X,"(0.23133199999999998, 0.039538, 1.0, 1.0)",Body
1233,67G,"(0.693221, 0.189305, 0.946761, 0.368984)",Face
1233,67G,"(0.6691509999999999, 0.18395699999999998, 1.0, 0.7946519999999999)",Body
1233,69X,"(0.399565, 0.345455, 0.7253149999999999, 0.53369)",Face
1233,69X,"(0.23749299999999998, 0.335829, 0.913063, 1.0)",Body
1234,67G,"(0.5279389999999999, 0.300535, 0.8408519999999999, 0.46951899999999996)",Face
1234,67G,"(0.372286, 0.290909, 1.0, 0.86738)",Body
1234,69X,"(0.0, 0.297326, 0.606569, 0.901604)",Body
1234,69X,"(0.072211, 0.309091, 0.372286, 0.541176)",Face
1235,7124,"(0.868131, 0.10802099999999999, 1.0, 0.291979)",Face
1235,7124,"(0.7846879999999999, 0.103743, 1.0, 0.6395719999999999)",Body
1235,87J,"(0.539172, 0.36363599999999996, 0.7028500000000001, 0.497326)",Face
1235,87J,"(0.004814, 0.212834, 0.741362, 0.6299469999999999)",Body
1236,67G,"(0.633848, 0.42246000000000006, 0.9483649999999999, 0.604278)",Face
1236,67G,"(0.43968199999999996, 0.371123, 1.0, 1.0)",Body
1236,69X,"(0.006418999999999999, 0.380749, 0.672361, 1.0)",Body
1236,69X,"(0.160468, 0.39786099999999996, 0.508683, 0.5989300000000001)",Face
1237,67G,"(0.462148, 0.394652, 0.791107, 0.5700529999999999)",Face
1237,67G,"(0.256749, 0.380749, 0.9499700000000001, 0.895187)",Body
1237,69X,"(0.014442, 0.279144, 0.365867, 0.48342199999999996)",Face
1237,69X,"(0.004814, 0.26738, 0.6017549999999999, 0.972193)",Body
1238,67G,"(0.422031, 0.5101600000000001, 1.0, 1.0)",Body
1238,67G,"(0.555219, 0.595722, 0.863317, 0.7893049999999999)",Face
1238,69X,"(0.012837, 0.42246000000000006, 0.659523, 1.0)",Body
1238,69X,"(0.10109499999999999, 0.43957199999999996, 0.396356, 0.665241)",Face
1239,67G,"(0.26798099999999997, 0.410695, 0.9660169999999999, 0.918717)",Body
1239,67G,"(0.515102, 0.486631, 0.8264100000000001, 0.694118)",Face
1239,69X,"(0.003209, 0.329412, 0.574475, 0.903743)",Body
1239,69X,"(0.0, 0.342246, 0.27921399999999996, 0.5668449999999999)",Face
1240,67G,"(0.715687, 0.447059, 0.998111, 0.619251)",Face
1240,67G,"(0.561638, 0.376471, 1.0, 0.829947)",Body
1240,69X,"(0.13960699999999998, 0.376471, 0.543986, 0.5989300000000001)",Face
1240,69X,"(0.062582, 0.364706, 0.7333379999999999, 0.8812829999999999)",Body
1241,67G,"(0.418821, 0.410695, 0.6691509999999999, 0.5700529999999999)",Face
1241,67G,"(0.393146, 0.39893, 1.0, 0.9101600000000001)",Body
1241,69X,"(0.266377, 0.512299, 0.5969409999999999, 0.691979)",Face
1241,69X,"(0.21181799999999998, 0.5037429999999999, 0.882574, 1.0)",Body
1242,67G,"(0.343401, 0.185027, 0.978854, 0.7187169999999999)",Body
1242,67G,"(0.359448, 0.18823499999999999, 0.621011, 0.352941)",Face
1242,69X,"(0.12997899999999998, 0.327273, 0.8151769999999999, 0.9315509999999999)",Body
1242,69X,"(0.160468, 0.331551, 0.460543, 0.5540109999999999)",Face
1243,67G,"(0.070606, 0.43957199999999996, 0.29847, 0.611765)",Face
1243,67G,"(0.05135000000000001, 0.425668, 0.5969409999999999, 0.623529)",Body
1243,69X,"(0.372286, 0.47486599999999995, 0.712478, 0.696257)",Face
1243,69X,"(0.0, 0.44385, 0.783083, 0.997861)",Body
1244,67G,"(0.088257, 0.527273, 0.317726, 0.674866)",Face
1244,67G,"(0.05135000000000001, 0.47272699999999995, 0.6611279999999999, 0.683422)",Body
1244,69X,"(0.404379, 0.480214, 0.7477809999999999, 0.701604)",Face
1244,69X,"(0.0, 0.46631000000000006, 0.831224, 1.0)",Body
1245,67G,"(0.203794, 0.36363599999999996, 0.47819399999999995, 0.847059)",Body
1245,67G,"(0.22946899999999998, 0.39786099999999996, 0.426845, 0.593583)",Face
1245,69X,"(0.012837, 0.352941, 0.9050389999999999, 0.973262)",Body
1245,69X,"(0.39796000000000004, 0.385027, 0.670756, 0.6342249999999999)",Face
1246,67G,"(0.027280000000000002, 0.521925, 0.282424, 0.700535)",Face
1246,67G,"(0.020860999999999998, 0.385027, 0.486218, 0.8438500000000001)",Body
1246,69X,"(0.503869, 0.380749, 0.816782, 0.596791)",Face
1246,69X,"(0.009628, 0.35401099999999996, 0.87455, 0.9700529999999999)",Body
1247,72X,"(0.22305000000000003, 0.20748699999999998, 0.542382, 0.410695)",Face
1247,72X,"(0.170096, 0.187166, 1.0, 1.0)",Body
1248,72X,"(0.014442, 0.127273, 0.659523, 0.7550800000000001)",Body
1248,72X,"(0.044931, 0.13262000000000002, 0.30168, 0.304813)",Face
1249,72X,"(0.009628, 0.47379699999999997, 0.672361, 1.0)",Body
1249,72X,"(0.06900099999999999, 0.490909, 0.32414499999999996, 0.6545449999999999)",Face
1250,72X,"(0.308098, 0.301604, 0.566452, 0.462032)",Face
1250,72X,"(0.187747, 0.28984000000000004, 0.9355279999999999, 0.8780749999999999)",Body
1251,72X,"(0.22305000000000003, 0.31443899999999997, 0.513497, 0.47486599999999995)",Face
1251,72X,"(0.104304, 0.313369, 0.8488749999999999, 0.8823529999999999)",Body
1252,72X,"(0.308098, 0.385027, 0.588917, 0.546524)",Face
1252,72X,"(0.197376, 0.37754000000000004, 0.916272, 0.960428)",Body
1253,72X,"(0.19416599999999998, 0.31016000000000005, 0.872946, 0.903743)",Body
1253,72X,"(0.380309, 0.31016000000000005, 0.64829, 0.46951899999999996)",Face
1254,72X,"(0.07542, 0.419251, 0.7846879999999999, 0.9679139999999999)",Body
1254,72X,"(0.47338, 0.426738, 0.712478, 0.592513)",Face
1255,72X,"(0.42524000000000006, 0.271658, 0.7221059999999999, 0.427807)",Face
1255,72X,"(0.370681, 0.257754, 0.919481, 0.913369)",Body
1256,72X,"(0.508683, 0.32192499999999996, 0.778269, 0.47486599999999995)",Face
1256,72X,"(0.399565, 0.290909, 0.941947, 0.9422459999999999)",Body
1257,72X,"(0.534358, 0.269519, 0.779874, 0.39893)",Face
1257,72X,"(0.45733399999999996, 0.251337, 0.9612029999999999, 0.851337)",Body
1258,72X,"(0.462148, 0.327273, 0.720501, 0.47593599999999997)",Face
1258,72X,"(0.41240299999999996, 0.304813, 0.9612029999999999, 0.914439)",Body
1259,72X,"(0.487822, 0.217112, 0.736548, 0.368984)",Face
1259,72X,"(0.444496, 0.203209, 0.933923, 0.774332)",Body
1260,87J,"(0.0016049999999999999, 0.013904, 0.983668, 1.0)",Body
1260,87J,"(0.32414499999999996, 0.075936, 0.8328289999999999, 0.31016000000000005)",Face
1261,87J,"(0.094676, 0.11978599999999999, 0.487822, 0.403209)",Face
1261,87J,"(0.041721999999999995, 0.117647, 0.670756, 0.958289)",Body
1261,Unknown,"(0.0, 0.0, 0.349171, 0.17066299999999998)",Body
1261,Unknown1,,
1262,72X,"(0.10590899999999999, 0.038502999999999996, 0.852085, 0.436364)",Face
1262,72X,"(0.081839, 0.041711, 1.0, 1.0)",Body
1263,72X,"(0.128374, 0.056684, 0.847271, 0.48342199999999996)",Face
1263,72X,"(0.062582, 0.057754, 1.0, 1.0)",Body
1264,59K,"(0.30488899999999997, 0.502674, 0.7766649999999999, 1.0)",Body
1264,59K,"(0.39475099999999996, 0.509091, 0.680384, 0.694118)",Face
1264,81G,"(0.011233, 0.224599, 0.8103629999999999, 0.986096)",Body
1264,81G,"(0.362658, 0.219251, 0.778269, 0.529412)",Face
1265,59K,"(0.5118929999999999, 0.426738, 0.828015, 0.6406419999999999)",Face
1265,59K,"(0.47659, 0.424599, 0.906644, 0.9540109999999999)",Body
1265,81G,"(0.208608, 0.095187, 0.67557, 0.39358299999999996)",Face
1265,81G,"(0.057768, 0.083422, 0.767037, 0.958289)",Body
1266,59K,"(0.409193, 0.406417, 0.734943, 0.617112)",Face
1266,59K,"(0.351425, 0.39572199999999996, 0.818386, 0.9101600000000001)",Body
1266,81G,"(0.293656, 0.029946999999999998, 0.8199909999999999, 0.325134)",Face
1266,81G,"(0.004814, 0.02246, 0.8456659999999999, 0.964706)",Body
1267,59K,"(0.34982, 0.412834, 0.813572, 0.8770049999999999)",Body
1267,59K,"(0.430054, 0.417112, 0.746176, 0.607487)",Face
1267,81G,"(0.25033, 0.097326, 0.715687, 0.406417)",Face
1267,81G,"(0.004814, 0.086631, 0.765432, 0.966845)",Body
1267,Unknown,"(0.846474, 0.345557, 1.0, 0.877292)",Body
1267,Unknown1,,
1268,59K,"(0.317726, 0.43315499999999996, 0.718896, 0.681283)",Face
1268,59K,"(0.255144, 0.424599, 0.797526, 1.0)",Body
1268,81G,"(0.004814, 0.02246, 0.911458, 1.0)",Body
1268,81G,"(0.290447, 0.029946999999999998, 0.863317, 0.410695)",Face
1269,59K,"(0.24551599999999998, 0.424599, 0.7044539999999999, 1.0)",Body
1269,59K,"(0.276005, 0.428877, 0.672361, 0.685561)",Face
1269,81G,"(0.003209, 0.011765, 0.787898, 1.0)",Body
1269,81G,"(0.22786399999999998, 0.008556, 0.787898, 0.39358299999999996)",Face
1270,59K,"(0.460543, 0.392513, 0.836038, 0.624599)",Face
1270,59K,"(0.370681, 0.386096, 0.954784, 1.0)",Body
1270,81G,"(0.381914, 0.004278, 0.9307139999999999, 0.36363599999999996)",Face
1270,81G,"(0.009628, 0.013904, 0.941947, 1.0)",Body
1271,59K,"(0.354634, 0.417112, 0.771851, 0.6566839999999999)",Face
1271,59K,"(0.317726, 0.405348, 0.8536889999999999, 1.0)",Body
1271,81G,"(0.255144, 0.017112, 0.824805, 0.39572199999999996)",Face
1271,81G,"(0.008022999999999999, 0.013904, 0.842457, 1.0)",Body
1272,59K,"(0.52473, 0.418182, 0.946761, 0.664171)",Face
1272,59K,"(0.06900099999999999, 0.418182, 0.975645, 0.985027)",Body
1272,81G,"(0.585708, 0.041711, 0.985273, 0.449198)",Face
1272,81G,"(0.003209, 0.033155, 0.9644119999999999, 1.0)",Body
1273,59K,"(0.232678, 0.45882399999999995, 0.649895, 0.73262)",Face
1273,59K,"(0.158863, 0.44598899999999997, 0.69964, 1.0)",Body
1273,81G,"(0.0016049999999999999, 0.011765, 0.768641, 1.0)",Body
1273,81G,"(0.216632, 0.006417, 0.773455, 0.39144399999999996)",Face
1274,59K,"(0.272795, 0.412834, 0.8199909999999999, 1.0)",Body
1274,59K,"(0.33858699999999997, 0.403209, 0.783083, 0.6417109999999999)",Face
1274,81G,"(0.006418999999999999, 0.014972999999999998, 0.8665269999999999, 1.0)",Body
1274,81G,"(0.248725, 0.011765, 0.847271, 0.39893)",Face
1275,59K,"(0.526335, 0.43208599999999997, 0.980459, 0.704813)",Face
1275,59K,"(0.34179699999999996, 0.436364, 1.0, 1.0)",Body
1275,81G,"(0.434868, 0.038502999999999996, 0.962808, 0.453476)",Face
1275,81G,"(0.0016049999999999999, 0.042781, 0.9692259999999999, 1.0)",Body
1276,59K,"(0.555219, 0.40213899999999997, 0.953179, 0.6502669999999999)",Face
1276,59K,"(0.415612, 0.394652, 0.970831, 1.0)",Body
1276,81G,"(0.006418999999999999, 0.060962999999999996, 0.839247, 1.0)",Body
1276,81G,"(0.27921399999999996, 0.17219299999999998, 0.824805, 0.550802)",Face
1277,59K,"(0.025675, 0.442781, 0.953179, 1.0)",Body
1277,59K,"(0.466962, 0.44385, 0.792712, 0.729412)",Face
1277,81G,"(0.004814, 0.0053479999999999995, 0.924295, 0.988235)",Body
1277,81G,"(0.332169, 0.0, 0.924295, 0.381818)",Face
1278,59K,"(0.346611, 0.48342199999999996, 0.760618, 0.759358)",Face
1278,59K,"(0.040117, 0.47486599999999995, 1.0, 1.0)",Body
1278,81G,"(0.008022999999999999, 0.008556, 0.9387369999999999, 0.974332)",Body
1278,81G,"(0.340192, 0.006417, 0.940342, 0.390374)",Face
1279,59K,"(0.022466, 0.524064, 0.9098529999999999, 1.0)",Body
1279,59K,"(0.253539, 0.527273, 0.6515000000000001, 0.8)",Face
1279,81G,"(0.190957, 0.0, 0.797526, 0.34973299999999996)",Face
1279,81G,"(0.008022999999999999, 0.006417, 1.0, 1.0)",Body
1280,59K,"(0.131584, 0.470588, 0.8793639999999999, 0.985027)",Body
1280,59K,"(0.35784299999999997, 0.48984000000000005, 0.718896, 0.752941)",Face
1280,81G,"(0.006418999999999999, 0.011765, 1.0, 1.0)",Body
1280,81G,"(0.417217, 0.013904, 0.9098529999999999, 0.335829)",Face
1281,72X,"(0.104304, 0.0, 0.9499700000000001, 0.42994699999999997)",Face
1281,72X,"(0.022466, 0.007487, 1.0, 1.0)",Body
1282,72X,"(0.065792, 0.0, 0.861713, 0.457754)",Face
1282,72X,"(0.028884, 0.009626, 1.0, 1.0)",Body
1283,72X,"(0.248725, 0.097326, 0.818386, 0.440642)",Face
1283,72X,"(0.094676, 0.096257, 0.9579939999999999, 1.0)",Body
1284,72X,"(0.11393199999999999, 0.112299, 0.734943, 0.484492)",Face
1284,72X,"(0.088257, 0.10481299999999999, 0.8841779999999999, 1.0)",Body
1285,69X,"(0.125165, 0.082353, 1.0, 1.0)",Body
1285,69X,"(0.417217, 0.080214, 0.970831, 0.36791399999999996)",Face
1286,69X,"(0.22305000000000003, 0.18609599999999998, 0.667547, 0.47165799999999997)",Face
1286,69X,"(0.15725899999999998, 0.18609599999999998, 1.0, 0.9786100000000001)",Body
1287,69X,"(0.30488899999999997, 0.028877, 0.72692, 0.339037)",Face
1287,69X,"(0.125165, 0.021390000000000003, 1.0, 0.915508)",Body
1288,69X,"(0.25033, 0.135829, 0.69964, 0.47379699999999997)",Face
1288,69X,"(0.05135000000000001, 0.137968, 1.0, 1.0)",Body
1289,69X,"(0.317726, 0.101604, 0.7333379999999999, 0.426738)",Face
1289,69X,"(0.08344299999999999, 0.087701, 1.0, 1.0)",Body
1290,72X,"(0.14763, 0.08877, 0.929109, 1.0)",Body
1290,72X,"(0.179724, 0.087701, 0.8103629999999999, 0.44598899999999997)",Face
1291,59K,"(0.107514, 0.440642, 0.40117, 0.603209)",Face
1291,59K,"(0.07862899999999999, 0.43208599999999997, 0.678779, 0.913369)",Body
1291,81G,"(0.07381499999999999, 0.069519, 0.49584599999999995, 0.312299)",Face
1291,81G,"(0.040117, 0.062032, 0.919481, 0.934759)",Body
1292,110E,"(0.608173, 0.179679, 0.978854, 0.516578)",Face
1292,110E,"(0.011233, 0.17005299999999998, 1.0, 0.975401)",Body
1293,110E,"(0.004814, 0.277005, 0.9868779999999999, 0.852406)",Body
1293,110E,"(0.621011, 0.407487, 0.954784, 0.749733)",Face
1294,110E,"(0.12677000000000002, 0.052405999999999994, 0.720501, 0.405348)",Face
1294,110E,"(0.09628099999999999, 0.06631000000000001, 0.831224, 0.994652)",Body
1295,110E,"(0.189352, 0.017112, 0.710873, 0.35187199999999996)",Face
1295,110E,"(0.102699, 0.014972999999999998, 0.7750600000000001, 1.0)",Body
1295,151J,"(0.327355, 0.35615, 0.7638269999999999, 0.588235)",Face
1295,151J,"(0.32575000000000004, 0.36363599999999996, 0.962808, 1.0)",Body
1296,110E,"(0.12997899999999998, 0.317647, 0.8328289999999999, 1.0)",Body
1296,110E,"(0.155654, 0.31978599999999996, 0.612987, 0.614973)",Face
1296,151J,"(0.396356, 0.583957, 0.8536889999999999, 1.0)",Body
1296,151J,"(0.415612, 0.588235, 0.7028500000000001, 0.7903739999999999)",Face
1296,7124,"(0.136398, 0.12085599999999999, 0.625825, 0.385027)",Face
1296,7124,"(0.09628099999999999, 0.114439, 0.954784, 0.757219)",Body
1297,110E,"(0.080234, 0.325134, 0.539172, 0.625668)",Face
1297,110E,"(0.027280000000000002, 0.329412, 0.749385, 1.0)",Body
1297,151J,"(0.308098, 0.595722, 0.582499, 0.788235)",Face
1297,151J,"(0.27761, 0.594652, 0.7381519999999999, 1.0)",Body
1297,7124,"(0.060978, 0.137968, 0.52473, 0.36149699999999996)",Face
1298,110E,"(0.035303, 0.12085599999999999, 0.6434759999999999, 0.971123)",Body
1298,110E,"(0.081839, 0.102674, 0.563242, 0.405348)",Face
1298,151J,"(0.266377, 0.373262, 0.744571, 0.922995)",Body
1298,151J,"(0.28563299999999997, 0.383957, 0.603359, 0.589305)",Face
1298,7124,"(0.070606, 0.0, 0.535963, 0.150802)",Face
1299,110E,"(0.059372999999999995, 0.192513, 0.529544, 0.486631)",Face
1299,110E,"(0.016047, 0.182888, 0.6402669999999999, 1.0)",Body
1299,151J,"(0.23909699999999998, 0.46096299999999996, 0.532754, 0.68984)",Face
1299,151J,"(0.22305000000000003, 0.46310199999999996, 0.7333379999999999, 1.0)",Body
1299,7124,"(0.017651, 0.023528999999999998, 0.535963, 0.235294)",Face
1300,110E,"(0.022466, 0.262032, 0.8119679999999999, 1.0)",Body
1300,110E,"(0.040117, 0.263102, 0.539172, 0.563636)",Face
1300,151J,"(0.25033, 0.516578, 0.768641, 1.0)",Body
1300,151J,"(0.284028, 0.508021, 0.6354529999999999, 0.740107)",Face
1300,7124,"(0.120351, 0.009626, 0.945156, 0.7197859999999999)",Body
1300,7124,"(0.18453799999999998, 0.0, 0.728524, 0.180749)",Face
1301,110E,"(0.004814, 0.302674, 0.598545, 1.0)",Body
1301,110E,"(0.004814, 0.309091, 0.351425, 0.53369)",Face
1301,151J,"(0.168491, 0.526203, 0.399565, 0.705882)",Face
1301,151J,"(0.163677, 0.522995, 0.588917, 1.0)",Body
1301,7124,"(0.136398, 0.182888, 0.633848, 0.44492000000000004)",Face
1301,7124,"(0.11072299999999999, 0.180749, 0.946761, 0.908021)",Body
1302,87J,"(0.028884, 0.109091, 0.45252000000000003, 0.368984)",Face
1302,87J,"(0.004814, 0.109091, 0.574475, 1.0)",Body
1303,87J,"(0.056164, 0.141176, 0.8408519999999999, 1.0)",Body
1303,87J,"(0.131584, 0.146524, 0.5199159999999999, 0.426738)",Face
1304,87J,"(0.158863, 0.082353, 0.593731, 0.35615)",Face
1304,87J,"(0.121956, 0.07914399999999999, 0.813572, 1.0)",Body
1305,87J,"(0.11393199999999999, 0.16791399999999998, 0.46535699999999997, 0.410695)",Face
1305,87J,"(0.072211, 0.164706, 0.741362, 1.0)",Body
1306,72X,"(0.560033, 0.179679, 0.980459, 0.44598899999999997)",Face
1306,72X,"(0.027280000000000002, 0.15508000000000002, 1.0, 1.0)",Body
1307,87J,"(0.319331, 0.28449199999999997, 0.6691509999999999, 0.499465)",Face
1307,87J,"(0.02407, 0.277005, 1.0, 0.9700529999999999)",Body
1308,87J,"(0.07381499999999999, 0.103743, 0.62422, 0.394652)",Face
1308,87J,"(0.032094, 0.10802099999999999, 0.8199909999999999, 0.9989300000000001)",Body
1309,87J,"(0.044931, 0.109091, 0.8264100000000001, 1.0)",Body
1309,87J,"(0.070606, 0.11123000000000001, 0.540777, 0.381818)",Face
1310,87J,"(0.288842, 0.18609599999999998, 0.7028500000000001, 0.506952)",Face
1310,87J,"(0.094676, 0.15508000000000002, 0.856899, 1.0)",Body
1311,87J,"(0.022466, 0.114439, 0.359448, 0.352941)",Face
1311,87J,"(0.006418999999999999, 0.113369, 1.0, 1.0)",Body
1312,87J,"(0.11874599999999999, 0.124064, 0.521521, 0.383957)",Face
1312,87J,"(0.097885, 0.115508, 1.0, 1.0)",Body
1313,87J,"(0.205399, 0.28021399999999996, 0.580894, 0.546524)",Face
1313,87J,"(0.059372999999999995, 0.279144, 1.0, 1.0)",Body
1314,87J,"(0.008022999999999999, 0.02246, 1.0, 1.0)",Body
1314,87J,"(0.008022999999999999, 0.036364, 0.362658, 0.309091)",Face
1315,87J,"(0.0, 0.0, 0.261563, 0.214973)",Face
1315,87J,"(0.0, 0.0, 0.9949009999999999, 0.993583)",Body
1316,87J,"(0.04814, 0.11123000000000001, 0.503869, 0.390374)",Face
1316,87J,"(0.035303, 0.09197899999999999, 0.929109, 1.0)",Body
1317,87J,"(0.030489, 0.056684, 0.447706, 0.380749)",Face
1317,87J,"(0.014442, 0.059892999999999995, 1.0, 1.0)",Body
1318,87J,"(0.187747, 0.012834, 0.693221, 0.303743)",Face
1318,87J,"(0.02407, 0.0, 0.954784, 1.0)",Body
1319,87J,"(0.21021299999999998, 0.010695, 0.778269, 0.342246)",Face
1319,87J,"(0.020860999999999998, 0.020321, 0.919481, 1.0)",Body
1320,72X,"(0.102699, 0.196791, 0.797526, 1.0)",Body
1320,72X,"(0.13800199999999999, 0.18609599999999998, 0.532754, 0.438503)",Face
1321,143H,"(0.667547, 0.28663099999999997, 0.836038, 0.409626)",Face
1321,143H,"(0.561638, 0.28984000000000004, 0.933923, 0.7165779999999999)",Body
1321,59K,"(0.332169, 0.447059, 0.49584599999999995, 0.537968)",Face
1321,59K,"(0.31612199999999996, 0.447059, 0.5199159999999999, 0.750802)",Body
1321,81G,"(0.27761, 0.304813, 0.487822, 0.43529399999999996)",Face
1321,81G,"(0.208608, 0.294118, 0.582499, 0.690909)",Body
1322,143H,"(0.569661, 0.438503, 1.0, 0.851337)",Body
1322,143H,"(0.680384, 0.44385, 0.8456659999999999, 0.5700529999999999)",Face
1322,59K,"(0.335378, 0.591444, 0.542382, 0.8780749999999999)",Body
1322,59K,"(0.36105299999999996, 0.592513, 0.532754, 0.697326)",Face
1322,81G,"(0.240702, 0.414973, 0.462148, 0.550802)",Face
1322,81G,"(0.20058499999999999, 0.408556, 0.5969409999999999, 0.828877)",Body
1323,143H,"(0.497451, 0.406417, 0.7172919999999999, 0.548663)",Face
1323,143H,"(0.44610099999999997, 0.408556, 0.8841779999999999, 0.757219)",Body
1323,59K,"(0.248725, 0.5037429999999999, 0.410798, 0.592513)",Face
1323,59K,"(0.22946899999999998, 0.500535, 0.42524000000000006, 0.774332)",Body
1323,81G,"(0.168491, 0.300535, 0.3771, 0.43529399999999996)",Face
1323,81G,"(0.115537, 0.293048, 0.45412399999999997, 0.7336900000000001)",Body
1324,143H,"(0.460543, 0.231016, 0.685198, 0.36363599999999996)",Face
1324,143H,"(0.351425, 0.22139000000000003, 0.760618, 0.6502669999999999)",Body
1325,59K,"(0.231074, 0.451337, 0.563242, 0.687701)",Body
1325,59K,"(0.258353, 0.455615, 0.42844899999999997, 0.55508)",Face
1325,81G,"(0.136398, 0.26631000000000005, 0.649895, 0.7187169999999999)",Body
1325,81G,"(0.24712099999999998, 0.28021399999999996, 0.45252000000000003, 0.426738)",Face
1326,67G,"(0.407589, 0.380749, 0.595336, 0.5016039999999999)",Face
1326,67G,"(0.37389000000000006, 0.374332, 0.760618, 0.7925129999999999)",Body
1327,67G,"(0.0016049999999999999, 0.594652, 0.186143, 0.7155079999999999)",Face
1327,67G,"(0.0016049999999999999, 0.57754, 0.598545, 0.901604)",Body
1328,67G,"(0.385123, 0.255615, 0.543986, 0.39144399999999996)",Face
1328,67G,"(0.36105299999999996, 0.24919799999999998, 0.778269, 0.6502669999999999)",Body
1329,67G,"(0.494876, 0.07028899999999999, 0.628111, 0.24381599999999998)",Face
1329,67G,"(0.46412899999999996, 0.07028899999999999, 0.740849, 0.665551)",Body
1330,67G,"(0.442167, 0.24601199999999998, 0.7364569999999999, 0.7621979999999999)",Body
1330,67G,"(0.467057, 0.256995, 0.5915079999999999, 0.452486)",Face
1331,67G,"(0.49634000000000006, 0.204278, 0.619327, 0.37121499999999996)",Face
1331,67G,"(0.472914, 0.18670599999999998, 0.7364569999999999, 0.79295)",Body
1332,67G,"(0.392387, 0.15815099999999999, 0.513909, 0.333874)",Face
1332,67G,"(0.37481699999999996, 0.162544, 0.642753, 0.757805)",Body
1333,67G,"(0.311859, 0.105434, 0.472914, 0.35364199999999996)",Face
1333,67G,"(0.303075, 0.11422000000000002, 0.7379209999999999, 1.0)",Body
1333,81G,"(0.278184, 0.0, 0.446559, 0.138382)",Face
1333,81G,"(0.23718899999999998, 0.008786, 0.569546, 0.544741)",Body
1334,67G,"(0.49103199999999997, 0.279144, 0.933923, 0.908021)",Body
1334,67G,"(0.5712659999999999, 0.28663099999999997, 0.824805, 0.46951899999999996)",Face
1334,72X,"(0.065792, 0.220321, 0.588917, 0.9508019999999999)",Body
1334,72X,"(0.263167, 0.260963, 0.5455909999999999, 0.368984)",Face
